#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5
NA18945	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3244	-42.5104	3.4833	5.7436	10.7860
HG00234	EUR	EUR	0.0000	0.0000	0.0501	0.0000	0.9499	0.0373	13.1750	6.8055	8.1993	4.9706
HG03991	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5967	-7.3630	-22.4922	-5.1192	2.3651
HG00551	AMR	AMR	0.0000	0.0000	0.9998	0.0000	0.0001	6.0871	5.7523	7.3076	1.5887	1.5274
HG03977	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3949	-11.2590	-23.0672	-5.4535	6.0656
NA18570	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6824	-44.8417	3.6114	8.0702	3.5825
HG00403	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3573	-43.9340	1.9098	4.8804	3.0290
HG04018	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3618	-6.1979	-19.9082	-3.0269	2.4972
NA19722	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-1.6063	-6.5365	13.3246	-10.3471	1.6734
HG04039	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.1694	-8.3698	-19.6212	-2.8544	4.6522
NA12347	EUR	EUR	0.0000	0.0000	0.0023	0.0000	0.9977	0.2751	11.1062	5.6322	8.8223	2.8220
HG00265	EUR	EUR	0.0000	0.0000	0.0092	0.0000	0.9908	0.2529	12.5794	5.6690	9.9933	2.7847
NA20832	EUR	EUR	0.0000	0.0000	0.0008	0.0000	0.9992	1.1613	12.5059	5.0125	8.6694	-1.5292
NA18917	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.8355	-17.2995	-1.2375	3.5263	0.1965
NA20908	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6068	-6.7241	-18.7264	-3.3615	-2.0192
NA19372	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.3377	-16.2023	-0.6932	1.6079	1.3094
NA21108	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1545	-2.5544	-14.9154	-2.5760	3.5340
HG03833	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7106	-10.3930	-15.2114	-4.0405	4.1179
NA19059	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.1379	-41.2854	0.8877	7.2792	7.9486
HG00632	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9951	-44.9608	2.1890	7.7885	2.3293
HG03118	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.9447	-18.1172	-1.3365	1.9314	0.1956
HG04131	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0264	-12.1913	-15.7730	-2.9741	2.9564
NA19462	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.6243	-17.4195	-0.1201	0.9733	0.4923
HG00246	EUR	EUR	0.0000	0.0000	0.0012	0.0000	0.9988	-0.4265	12.8551	5.3982	9.9085	4.3984
HG03782	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.7893	-7.2564	-20.6277	-3.9783	3.6907
HG03733	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5966	-8.1096	-21.4626	-4.2288	4.0875
HG02589	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.1232	-17.9756	-0.5739	2.8099	4.4919
HG01598	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5441	-43.2932	0.3177	7.7341	0.8453
HG01402	AMR	AMR	0.0000	0.0000	0.9896	0.0001	0.0103	10.3449	1.5937	7.1429	-1.6822	3.9850
HG01700	EUR	EUR	0.0000	0.0000	0.0505	0.0000	0.9495	-0.6261	12.0892	6.4089	9.1339	4.8880
HG01275	EUR	AMR	0.0000	0.0000	0.0025	0.0000	0.9975	0.2777	13.0267	7.3232	5.9274	5.4340
HG00281	AMR	EUR	0.0000	0.0000	0.6057	0.0000	0.3943	-1.0347	8.2865	8.0823	7.6363	2.5802
HG01868	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4444	-42.3973	-0.4083	6.8811	-2.5450
NA18535	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-9.2694	-44.4828	2.8944	8.8877	5.4298
HG02384	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9548	-45.8798	2.6742	8.5894	-2.8004
HG00626	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8123	-45.9145	1.8338	7.5528	3.1333
NA19914	AFR	AFR	0.0000	0.9997	0.0003	0.0000	0.0000	44.4754	-9.2282	0.6158	3.5063	0.8445
HG03567	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.9298	-17.6352	0.0214	-0.5303	1.2098
HG03129	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	64.3336	-18.8754	0.8967	3.0003	4.1448
NA19019	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.9308	-17.7349	-0.3067	1.6758	-0.4617
NA12275	EUR	EUR	0.0000	0.0000	0.0205	0.0000	0.9795	1.4153	13.7762	7.1539	8.9401	0.6906
HG04094	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0209	-7.0482	-19.9723	-2.3530	5.0985
HG01474	AMR	AMR	0.0000	0.0000	0.9998	0.0002	0.0000	-0.4360	6.9497	9.8871	2.5265	1.8498
HG03743	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9379	-11.2572	-22.9058	-6.5462	6.2789
NA20854	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0259	-3.5274	-14.3861	-2.0692	0.1406
HG00251	EUR	EUR	0.0000	0.0000	0.0519	0.0000	0.9481	0.5350	12.2386	6.0916	9.4097	2.1271
HG01775	EUR	EUR	0.0000	0.0000	0.1462	0.0000	0.8538	1.1618	12.7021	5.4689	8.9195	1.7207
HG02133	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.6853	-42.9606	0.8998	6.4032	-4.3193
HG00350	EUR	EUR	0.0000	0.0000	0.0484	0.0000	0.9516	-0.4548	11.0169	5.2081	8.2510	1.1245
HG03694	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.6463	-8.5215	-15.9158	-1.6826	-0.7161
HG02476	AFR	AFR	0.0000	0.9999	0.0001	0.0000	0.0000	52.4803	-14.2918	0.1210	1.0555	3.9420
HG04015	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2176	-7.8961	-18.9064	-5.0923	4.0160
NA19067	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.2656	-45.0335	3.3491	6.2101	8.9416
HG00272	EUR	EUR	0.0000	0.0000	0.0108	0.0000	0.9892	-2.2213	5.9955	5.4873	8.8343	3.4271
NA20783	EUR	EUR	0.0000	0.0000	0.0203	0.0000	0.9797	1.0020	12.9232	4.2276	9.7774	2.0823
NA20897	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4056	-8.5133	-19.3081	-5.5048	1.4719
HG01063	AMR	AMR	0.0000	0.2618	0.7382	0.0000	0.0000	23.7493	-2.2019	5.1691	0.0589	2.3658
NA19197	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5343	-17.1627	0.1973	2.5451	0.0845
HG02284	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.5549	-13.4405	-0.1976	2.9180	1.8362
NA19138	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5336	-16.6693	-0.1812	1.1805	1.4312
NA20910	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.6724	-0.2578	-12.3699	-2.2886	-0.0517
NA20321	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	50.1893	-11.7375	1.3338	2.6652	-1.2279
NA20802	EUR	EUR	0.0000	0.0000	0.0057	0.0000	0.9943	2.2501	12.4679	5.5754	9.7112	1.4769
HG00631	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.2140	-43.5175	2.3894	8.6567	2.6986
HG01869	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1312	-43.4613	0.8418	8.8449	-2.1914
NA21095	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.3731	-6.6972	-18.4052	-5.1300	4.2967
HG02427	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.6235	-14.7489	1.1553	2.0336	2.0625
NA18957	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.1770	-43.3065	2.6105	7.0322	10.3180
HG01848	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.7984	-43.6151	0.4024	6.9294	-2.9936
HG00242	AMR	EUR	0.0000	0.0000	0.6811	0.0000	0.3189	0.1101	12.3442	5.9672	7.7666	3.2412
HG01920	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-8.6157	-24.3127	25.5885	-40.4055	0.8493
HG02837	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.8049	-16.8775	-2.1358	2.0655	1.1362
HG02554	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.8034	-14.6891	0.6532	3.2741	2.0908
HG03199	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.0901	-16.8722	-0.6452	3.4031	2.1142
HG00653	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.8735	-45.5302	0.2730	8.2487	-0.3472
NA19475	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.3619	-18.4843	-1.2548	3.1947	0.7009
HG02330	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.9480	-15.1831	-0.3122	2.6109	2.8816
HG02343	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	50.0920	-10.9932	1.0279	2.7991	-0.7486
HG02981	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2431	-17.6859	0.0512	0.7035	3.8076
NA19752	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-1.3773	-7.9267	12.0809	-15.0578	6.1730
NA18985	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3503	-43.7424	3.4824	7.2522	11.5235
HG02379	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.3154	-43.5919	0.1421	7.6239	-2.9058
HG03691	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0032	-11.2216	-19.0660	-3.9737	-0.1978
NA20900	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5745	-2.7361	-13.6264	-1.8568	3.7972
HG00278	EUR	EUR	0.0000	0.0000	0.0017	0.0000	0.9983	-0.3485	9.6172	4.8498	9.0972	6.1624
NA19395	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.2687	-16.6895	-0.3902	1.8695	2.2833
NA12828	EUR	EUR	0.0000	0.0000	0.0281	0.0000	0.9719	-1.3585	12.0445	4.6494	7.0345	0.0539
HG01080	AMR	AMR	0.0000	0.0001	0.9961	0.0002	0.0035	6.2222	1.9401	10.8018	-3.1276	3.9582
HG01853	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.7161	-44.4015	-0.7033	6.2519	-0.2528
HG02715	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7228	-17.2090	0.6254	2.1906	6.1851
NA12889	EUR	EUR	0.0000	0.0000	0.2423	0.0000	0.7577	1.3185	13.4696	5.8764	9.2480	3.6477
NA19035	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.2100	-16.8089	-0.3302	1.6288	1.8413
NA12717	EUR	EUR	0.0000	0.0000	0.0066	0.0000	0.9934	1.6688	12.5930	5.5163	10.0201	-0.1457
NA20853	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.0401	-6.0914	-19.0544	-6.8274	3.2082
NA19317	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.7027	-17.3240	-0.3543	2.3012	1.3789
HG03808	SAS	SAS	0.0013	0.0000	0.0000	0.9987	0.0000	-0.4726	-12.9926	-15.0272	-4.1544	-0.1964
NA19350	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.7922	-16.8233	-0.6940	2.3416	3.7391
HG02367	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8743	-43.6116	0.8387	9.6273	-2.3186
HG03268	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5770	-17.2630	-0.2638	1.3493	1.8945
HG01392	AMR	AMR	0.0000	0.0000	0.7178	0.0000	0.2821	10.1054	1.4053	8.2079	-1.8544	0.8382
HG03802	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.7845	-11.7237	-17.6073	-1.7673	3.2641
HG01390	AMR	AMR	0.0000	0.0309	0.9691	0.0000	0.0000	17.7222	-6.0019	11.2569	-4.2847	1.7655
HG03660	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3152	-6.3779	-16.4069	-2.5479	2.7947
HG01858	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9915	-43.2677	1.2394	8.4064	-1.9017
HG01806	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4552	-44.7248	-0.2755	8.2313	-2.6597
NA19909	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.6266	-13.4182	0.9483	1.8645	1.6391
NA21091	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.1695	-4.2725	-20.4962	-4.2719	1.4794
HG02561	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	61.1384	-16.6042	-1.5154	2.4949	0.9817
HG02481	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	56.5619	-14.7708	0.0933	2.2122	5.0705
NA19006	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.7218	-43.1573	4.0469	5.5421	9.0105
HG01550	EUR	AMR	0.0000	0.0000	0.0573	0.0000	0.9427	2.5124	1.5125	8.1539	-1.6571	6.1506
NA19749	AMR	AMR	0.0002	0.0023	0.9962	0.0006	0.0007	-1.4726	-5.6752	8.9781	-5.1534	4.1831
HG03123	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.2190	-18.7076	-0.6044	1.9583	2.7417
NA12273	EUR	EUR	0.0000	0.0000	0.0131	0.0000	0.9869	0.8619	13.0876	3.7548	7.3401	2.6237
NA18967	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6388	-43.1810	2.7360	5.3317	10.9104
HG04153	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1570	-11.7070	-17.2716	-3.1772	0.5998
HG01613	EUR	EUR	0.0000	0.0000	0.0082	0.0000	0.9918	0.9851	12.8632	5.8866	9.0649	2.5457
HG00344	EUR	EUR	0.0000	0.0000	0.0306	0.0000	0.9694	-1.2015	9.5030	5.8258	10.0953	7.3440
HG04225	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0230	-7.0841	-19.1747	-4.1355	0.1698
HG01204	AMR	AMR	0.0000	0.0000	0.9990	0.0000	0.0010	5.7949	4.8745	5.9010	1.2052	3.4133
HG03096	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3066	-16.6676	0.5947	0.6978	-0.7055
NA21124	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.2630	-4.8156	-18.8716	-4.9158	1.3114
HG01088	AMR	AMR	0.0000	0.0000	0.9907	0.0000	0.0093	9.7588	3.2580	7.4093	3.0548	1.3953
HG03511	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3964	-17.2291	1.7743	1.8430	2.1405
HG00381	EUR	EUR	0.0000	0.0000	0.0013	0.0000	0.9987	-1.1067	10.1837	5.9655	6.6928	2.1606
HG02137	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6743	-43.3417	1.1860	7.5815	-0.8127
NA18505	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.8186	-18.1415	2.3470	1.8177	2.5474
NA19144	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3253	-18.9266	-2.1003	1.0996	3.0846
NA19093	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.5530	-17.2390	-0.0133	2.8874	2.6220
HG03636	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.0573	-2.4484	-14.3155	-2.8455	4.8116
HG03006	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.3767	-10.1268	-15.8433	-3.4773	0.3312
NA19143	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2220	-17.6623	0.1045	1.6672	3.4444
HG01918	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-6.3612	-17.7459	22.2389	-28.9190	1.7910
HG02282	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	49.4328	-11.4543	1.0452	1.3225	0.5373
HG00533	EAS	EAS	0.9999	0.0000	0.0001	0.0000	0.0000	-9.3862	-44.4782	4.1465	6.4650	0.1230
HG02774	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.7019	-5.6298	-15.3469	-3.4678	0.9938
HG03784	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.1273	-8.7894	-21.9913	-7.0232	6.3806
HG01250	AMR	AMR	0.0001	0.0016	0.9981	0.0002	0.0000	3.2624	-1.6561	11.1094	-5.1281	1.3599
NA18748	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.8871	-44.5346	2.2296	9.4470	1.5690
HG00115	EUR	EUR	0.0000	0.0000	0.0024	0.0000	0.9976	-0.5567	11.7770	4.4812	9.6167	2.3190
NA19377	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.2166	-16.2591	-0.3323	1.6610	-0.7540
NA19452	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	58.8134	-16.7012	-0.5712	2.2622	3.7522
HG04022	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.8607	-6.6894	-21.3642	-5.0712	4.5641
HG00240	EUR	EUR	0.0000	0.0000	0.0452	0.0000	0.9548	-0.9819	13.2250	5.3262	7.5141	0.3997
HG01102	AMR	AMR	0.0000	0.0000	0.7269	0.0000	0.2731	9.1301	4.4623	6.9830	1.4442	5.1527
HG03815	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	-0.5284	-10.9702	-15.3023	-2.0168	0.5534
NA21099	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.4258	-5.2065	-17.5683	-3.3398	1.7897
HG01342	AMR	AMR	0.0000	0.4630	0.5370	0.0000	0.0000	19.5917	-6.2004	5.8689	-4.7266	5.0181
HG01761	AMR	EUR	0.0000	0.0000	0.7041	0.0000	0.2958	3.1368	13.0137	3.7822	9.2792	3.8816
HG03109	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.9468	-18.3584	0.4063	0.9331	1.7371
HG01174	EUR	AMR	0.0000	0.0000	0.2053	0.0000	0.7947	3.7069	6.0618	5.5794	3.5844	-1.1040
HG00181	EUR	EUR	0.0000	0.0000	0.0284	0.0000	0.9716	0.0902	8.9191	4.3866	9.0055	4.7254
HG02014	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	55.2422	-13.2190	-0.1869	3.7238	2.9071
HG01325	AMR	AMR	0.0001	0.0012	0.9966	0.0000	0.0021	9.0646	6.2172	7.5855	3.5604	1.9027
NA20811	EUR	EUR	0.0000	0.0000	0.0046	0.0000	0.9954	2.0451	14.0593	3.5065	6.8757	4.1576
HG03908	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.8245	-10.8138	-18.2540	-5.1539	1.0278
HG02688	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.5534	-8.2346	-19.8286	-3.7396	1.1159
HG03472	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	63.3375	-17.6438	0.4410	0.6921	3.9058
NA12716	EUR	EUR	0.0000	0.0000	0.0101	0.0000	0.9899	-1.2037	14.1103	5.5694	7.9657	2.1592
HG02009	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.8246	-11.8136	1.7928	2.9843	1.4813
HG02685	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.4957	-6.8247	-17.9434	-3.7682	-2.0137
HG01082	AMR	AMR	0.0000	0.0003	0.9997	0.0000	0.0000	12.7555	0.3037	7.8617	0.2747	0.6340
NA12748	EUR	EUR	0.0000	0.0000	0.0043	0.0000	0.9957	-1.1804	11.6516	5.7794	8.9444	3.7175
HG02807	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.4418	-16.3912	-0.5716	0.1693	2.8711
HG00171	EUR	EUR	0.0000	0.0000	0.0046	0.0000	0.9954	-2.1205	8.3663	7.1022	8.1901	4.6966
HG00326	EUR	EUR	0.0000	0.0000	0.0404	0.0000	0.9596	-0.5105	8.7749	5.1129	8.5832	5.7216
HG00982	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.9705	-43.2715	1.3530	8.2631	-3.0251
HG03653	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	3.1251	-5.0648	-17.2620	-3.9659	-0.3031
NA20786	EUR	EUR	0.0000	0.0000	0.0802	0.0000	0.9198	0.8653	11.1161	4.5759	6.9778	5.9727
HG03022	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.1170	-5.2152	-18.1583	-4.6232	3.7764
HG02395	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4358	-44.5722	0.1363	9.1007	-5.9534
NA20760	EUR	EUR	0.0000	0.0000	0.0154	0.0000	0.9846	1.9802	9.9222	4.1243	9.3623	3.2796
NA19438	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.1659	-18.0770	0.2572	1.9411	0.1989
HG00253	EUR	EUR	0.0000	0.0000	0.0003	0.0000	0.9997	-0.2393	12.8050	4.8467	9.6131	3.7178
NA20864	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.6059	-3.3577	-15.3196	-1.3801	5.7857
HG02337	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.9730	-14.9848	0.6862	1.5310	2.1509
NA19027	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.0256	-16.3008	-0.5983	1.5399	2.0613
HG00099	EUR	EUR	0.0000	0.0000	0.0454	0.0000	0.9546	-0.7359	12.4370	3.9072	8.5644	1.6541
HG00318	EUR	EUR	0.0000	0.0000	0.0038	0.0000	0.9962	-0.5010	9.5831	5.2257	8.3966	2.6452
HG00123	EUR	EUR	0.0000	0.0000	0.0160	0.0000	0.9840	0.4355	12.7581	5.6888	8.6120	0.8374
HG04239	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	2.5605	-8.9054	-20.7067	-3.7209	2.0191
NA19376	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.9788	-16.6548	-0.9963	0.6199	-0.2620
HG03372	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.2095	-18.1014	-0.8636	1.2473	2.2642
HG01122	AMR	AMR	0.0000	0.0004	0.9993	0.0002	0.0001	4.2273	4.8215	9.3589	-1.9680	-0.6442
HG00125	EUR	EUR	0.0000	0.0000	0.1157	0.0000	0.8843	0.2298	12.1656	6.8784	8.7438	2.7962
NA19717	AMR	AMR	0.0000	0.0000	1.0000	0.0000	0.0000	-2.8658	-9.7502	14.0484	-19.5707	4.4604
HG00589	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.6787	-44.0662	2.5558	7.2050	5.0920
NA19711	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	53.7704	-13.2836	1.2865	2.4251	2.2418
HG03615	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.8883	-10.8211	-17.5033	-2.7295	3.9170
NA12813	EUR	EUR	0.0000	0.0000	0.0052	0.0000	0.9948	-0.1834	12.6813	4.9125	8.3359	2.0146
NA19026	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	59.8000	-15.4625	0.5051	0.7435	2.0041
NA19331	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	60.4313	-17.0166	-2.0240	2.3324	2.8688
HG01359	AMR	AMR	0.0000	0.0007	0.9992	0.0000	0.0000	2.0031	-0.8409	9.7929	-3.2431	2.0390
HG02047	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.3335	-44.0711	-0.4608	8.1949	-2.6765
NA20877	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.3413	-5.0062	-17.2639	-5.1116	3.3277
HG03709	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	0.0789	-7.7576	-18.4716	-2.3988	0.4366
HG03369	AFR	AFR	0.0000	1.0000	0.0000	0.0000	0.0000	62.5365	-16.4982	-1.6134	1.8785	3.6116
HG00525	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.5754	-43.0453	2.9008	8.6488	0.2235
HG00173	EUR	EUR	0.0000	0.0000	0.0075	0.0000	0.9925	-0.5870	8.4123	6.2274	7.9517	2.1586
HG01859	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-5.9728	-43.4748	1.0512	8.1457	-2.3786
NA20792	EUR	EUR	0.0000	0.0000	0.0291	0.0000	0.9709	-0.2328	11.7387	4.2323	8.1860	2.8168
HG02700	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9785	-2.5057	-11.6486	-1.0752	3.2853
NA18552	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.5443	-43.4440	2.0713	6.7861	0.1565
HG00257	EUR	EUR	0.0000	0.0000	0.4508	0.0000	0.5492	0.6876	12.9689	5.5952	8.8800	5.1687
HG01618	EUR	EUR	0.0000	0.0000	0.0676	0.0000	0.9324	1.3339	11.6353	3.6482	8.3375	1.0442
HG00356	EUR	EUR	0.0000	0.0000	0.0050	0.0000	0.9950	-1.1355	9.5413	5.6608	9.6896	7.7556
HG02085	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.4875	-44.4996	-0.5801	8.0273	-0.9163
NA18991	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9621	-44.2994	4.0575	6.0383	6.5880
NA18944	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-7.4244	-43.3857	3.3431	6.1685	11.9166
HG01802	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-6.9429	-45.0602	0.8128	7.4523	1.8407
HG04106	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9974	-8.5089	-20.2143	-6.1533	4.2917
HG00524	EAS	EAS	1.0000	0.0000	0.0000	0.0000	0.0000	-8.6791	-44.7422	2.4439	7.1740	2.9698
HG03928	SAS	SAS	0.0000	0.0000	0.0000	1.0000	0.0000	1.9508	-10.5313	-17.7461	-5.3125	-0.3334
HG00328	EUR	EUR	0.0000	0.0000	0.3341	0.0000	0.6659	-0.7497	10.2462	6.7629	9.3546	3.0330
