#sample_a	sample_b	relatedness	ibs0	ibs2	hom_concordance	hets_a	hets_b	hets_ab	shared_hets	hom_alts_a	hom_alts_b	shared_hom_alts	n	x_ibs0	x_ibs2	expected_relatedness
CPG13078	CPG13383	0.022	1281	6986	-0.015	6702	6664	12949	2704	5455	5264	2484	15808	25	156	-1.0
CPG13078	CPG13391	0.022	1321	7244	-0.005	6702	6563	12812	2782	5455	5342	2613	15813	55	143	-1.0
CPG13078	CPG13409	-nan	0	0	0.000	6702	0	0	0	5455	0	0	0	0	0	-1.0
CPG13078	CPG13417	0.047	1267	7215	0.000	6702	6802	13090	2843	5455	5184	2536	15886	58	144	-1.0
CPG13078	CPG13425	-0.005	1358	7347	-0.007	6702	6446	12862	2683	5455	5575	2678	16201	57	149	-1.0
CPG13078	CPG13433	-0.014	1359	7255	-0.012	6702	6386	12814	2629	5455	5536	2651	16170	22	157	-1.0
CPG13078	CPG13441	-0.006	1401	7409	-0.022	6702	6503	12923	2762	5455	5552	2681	16209	55	145	-1.0
CPG13078	CPG13458	0.007	1314	7328	0.010	6702	6489	12895	2674	5455	5505	2684	16189	23	155	-1.0
CPG13078	CPG13466	-0.005	1394	7399	-0.032	6702	6512	12926	2757	5455	5354	2618	16205	65	142	-1.0
CPG13078	CPG13474	0.014	1356	7501	-0.013	6702	6562	12999	2802	5455	5407	2642	16252	30	148	-1.0
CPG13078	CPG13482	0.020	1324	7378	-0.000	6702	6670	13101	2779	5455	5429	2647	16245	23	148	-1.0
CPG13078	CPG13490	-0.001	1399	7372	-0.036	6702	6598	13049	2793	5455	5417	2605	16234	22	144	-1.0
CPG13078	CPG200691	-0.031	1432	7298	-0.035	6702	6619	12906	2661	5455	5708	2675	16314	60	147	-1.0
CPG13078	CPG68718	-0.004	1359	7298	-0.013	6702	6458	12873	2690	5455	5487	2649	16150	26	167	-1.0
CPG13078	CPG68700	0.001	1363	7405	-0.010	6702	6476	12903	2731	5455	5493	2671	16209	71	135	-1.0
CPG13078	CPG13508	-0.005	1432	7405	-0.045	6702	6657	13121	2828	5455	5426	2619	16302	69	143	-1.0
CPG13078	CPG13516	-0.011	1434	7588	-0.025	6702	6390	12835	2800	5455	5564	2729	16257	19	164	-1.0
CPG13078	CPG200709	-0.039	1471	7215	-0.060	6702	6668	12881	2689	5455	5597	2614	16189	62	151	-1.0
CPG13078	CPG200717	-0.005	1402	7276	-0.040	6702	6924	13237	2773	5455	5541	2585	16369	25	155	-1.0
CPG13086	CPG13094	0.007	1311	7323	0.004	6553	6461	12643	2668	5454	5462	2644	15941	51	148	-1.0
CPG13086	CPG13102	0.015	1332	7438	0.006	6553	6716	12968	2764	5454	5527	2697	16210	113	204	-1.0
CPG13086	CPG13110	0.023	1293	7380	0.013	6553	6697	12953	2738	5454	5385	2657	16150	59	135	-1.0
CPG13086	CPG13128	0.492	0	9574	0.676	6553	6355	12544	3084	5454	5529	3688	15950	0	212	0.5
CPG13086	CPG13136	0.054	1184	7200	0.042	6553	6647	12726	2711	5454	5285	2591	15688	47	126	-1.0
CPG13086	CPG13144	0.514	0	9735	0.679	6553	6607	12774	3280	5454	5404	3668	15949	117	178	0.5
CPG13086	CPG13151	0.017	1329	7376	0.003	6553	6625	12820	2768	5454	5487	2675	15989	58	126	-1.0
CPG13086	CPG13169	0.047	1250	7296	0.011	6553	6663	12740	2800	5454	5246	2560	15686	128	163	-1.0
CPG13086	CPG13177	-0.011	1385	7438	-0.012	6553	6502	12769	2700	5454	5580	2702	16192	57	146	-1.0
CPG13086	CPG13185	0.022	1267	7383	0.036	6553	6473	12640	2675	5454	5464	2731	15940	124	179	-1.0
CPG13086	CPG13193	-0.006	1329	7192	-0.005	6553	6453	12638	2618	5454	5498	2630	15923	58	146	-1.0
CPG13086	CPG13201	-0.030	1399	7269	-0.026	6553	6442	12702	2607	5454	5600	2656	16156	98	213	-1.0
CPG13086	CPG13219	0.015	1331	7008	-0.036	6553	6685	12741	2756	5454	5244	2472	15568	111	175	-1.0
CPG13086	CPG13227	0.001	1313	7156	0.003	6553	6543	12691	2634	5454	5423	2644	15892	96	190	-1.0
CPG13086	CPG13235	0.006	1279	7250	0.025	6553	6453	12630	2599	5454	5531	2695	15961	100	185	-1.0
CPG13086	CPG13243	-0.013	1324	7172	-0.008	6553	6322	12420	2565	5454	5402	2604	15786	46	143	-1.0
CPG13086	CPG13250	-0.003	1365	7461	-0.002	6553	6483	12749	2712	5454	5591	2721	16151	108	207	-1.0
CPG13086	CPG13268	0.002	1342	7154	-0.028	6553	6561	12640	2694	5454	5247	2538	15748	118	183	-1.0
CPG13086	CPG13276	0.031	1274	7403	0.029	6553	6756	13021	2752	5454	5489	2706	16194	60	135	-1.0
CPG13086	CPG13284	0.003	1326	7315	-0.002	6553	6437	12603	2671	5454	5429	2640	15902	107	181	-1.0
CPG13086	CPG13292	-0.024	1424	7333	-0.029	6553	6584	12881	2696	5454	5616	2691	16246	111	206	-1.0
CPG13086	CPG13300	0.002	1332	7368	0.007	6553	6387	12517	2675	5454	5476	2700	15867	101	198	-1.0
CPG13086	CPG13318	-0.015	1402	7458	-0.010	6553	6508	12786	2706	5454	5649	2749	16234	47	131	-1.0
CPG13086	CPG13334	-0.033	1181	6634	0.041	6553	5368	10961	2182	5454	5212	2576	14412	60	127	-1.0
CPG13086	CPG13342	0.052	1219	7217	0.024	6553	6722	12821	2773	5454	5221	2565	15711	57	117	-1.0
CPG13086	CPG13359	0.005	1339	7306	-0.008	6553	6582	12741	2711	5454	5421	2632	15964	105	197	-1.0
CPG13086	CPG13367	-0.028	1406	6773	-0.081	6553	6447	12362	2638	5454	5208	2391	15265	107	171	-1.0
CPG13086	CPG13375	0.027	1260	7125	0.012	6553	6597	12618	2692	5454	5314	2585	15619	104	194	-1.0
CPG13086	CPG13383	0.037	1268	7180	0.003	6553	6664	12677	2773	5454	5264	2553	15579	47	142	-1.0
CPG13086	CPG13391	0.017	1291	7053	-0.001	6553	6563	12630	2692	5454	5342	2576	15590	104	182	-1.0
CPG13086	CPG13409	-nan	0	0	0.000	6553	0	0	0	5454	0	0	0	0	0	-1.0
CPG13086	CPG13417	0.038	1257	7074	0.001	6553	6802	12848	2760	5454	5184	2521	15659	114	182	-1.0
CPG13086	CPG13425	-0.007	1357	7305	-0.008	6553	6446	12651	2669	5454	5575	2671	15975	113	187	-1.0
CPG13086	CPG13433	-0.018	1371	7255	-0.019	6553	6386	12563	2627	5454	5536	2636	15935	51	138	-1.0
CPG13086	CPG13441	0.011	1294	7302	0.021	6553	6503	12702	2661	5454	5552	2704	15976	110	184	-1.0
CPG13086	CPG13458	-0.001	1368	7377	-0.011	6553	6489	12670	2728	5454	5505	2677	15959	59	139	-1.0
CPG13086	CPG13466	-0.014	1390	7270	-0.037	6553	6512	12702	2693	5454	5354	2582	15976	123	188	-1.0
CPG13086	CPG13474	0.006	1315	7259	-0.005	6553	6562	12780	2671	5454	5407	2605	16012	57	148	-1.0
CPG13086	CPG13482	0.029	1289	7381	0.015	6553	6670	12862	2764	5454	5429	2660	16004	56	134	-1.0
CPG13086	CPG13490	0.015	1310	7321	0.007	6553	6598	12793	2716	5454	5417	2660	15992	51	127	-1.0
CPG13086	CPG200691	-0.027	1415	7295	-0.028	6553	6619	12689	2656	5454	5708	2679	16087	100	205	-1.0
CPG13086	CPG68718	0.008	1317	7319	0.008	6553	6458	12637	2682	5454	5487	2680	15909	57	154	-1.0
CPG13086	CPG68700	0.028	1259	7455	0.040	6553	6476	12646	2693	5454	5493	2735	15974	107	197	-1.0
CPG13086	CPG13508	0.027	1287	7390	0.019	6553	6657	12883	2750	5454	5426	2678	16060	123	178	-1.0
CPG13086	CPG13516	-0.008	1382	7466	-0.010	6553	6390	12610	2715	5454	5564	2707	16028	60	142	-1.0
CPG13086	CPG200709	-0.006	1342	7244	-0.005	6553	6668	12660	2648	5454	5597	2659	15950	102	210	-1.0
CPG13086	CPG200717	0.001	1371	7263	-0.024	6553	6924	12989	2750	5454	5541	2609	16123	44	154	-1.0
CPG13094	CPG13102	0.000	1372	7433	-0.004	6461	6716	12873	2745	5462	5527	2724	16188	59	158	-1.0
CPG13094	CPG13110	0.013	1342	7437	-0.007	6461	6697	12878	2770	5462	5385	2646	16117	16	157	-1.0
CPG13094	CPG13128	-0.018	1328	7236	0.004	6461	6355	12430	2542	5462	5529	2676	15910	26	179	-1.0
CPG13094	CPG13136	0.024	1288	7223	0.001	6461	6647	12604	2729	5462	5285	2581	15657	13	177	-1.0
CPG13094	CPG13144	0.008	1284	7200	0.013	6461	6607	12659	2620	5462	5404	2639	15903	65	131	-1.0
CPG13094	CPG13151	0.024	1269	7355	0.032	6461	6625	12722	2689	5462	5487	2713	15968	19	177	-1.0
CPG13094	CPG13169	0.037	1249	7211	0.027	6461	6663	12662	2730	5462	5246	2640	15662	56	143	-1.0
CPG13094	CPG13177	-0.032	1397	7278	-0.018	6461	6502	12676	2593	5462	5580	2694	16165	14	182	-1.0
CPG13094	CPG13185	-0.019	1370	7245	-0.011	6461	6473	12535	2620	5462	5464	2681	15910	47	156	-1.0
CPG13094	CPG13193	-0.026	1398	7242	-0.024	6461	6453	12517	2632	5462	5498	2666	15893	18	174	-1.0
CPG13094	CPG13201	-0.031	1432	7444	-0.023	6461	6442	12586	2672	5462	5600	2739	16118	51	162	-1.0
CPG13094	CPG13219	-0.005	1369	6973	-0.043	6461	6685	12623	2708	5462	5244	2513	15549	53	140	-1.0
CPG13094	CPG13227	0.014	1305	7361	0.017	6461	6543	12586	2696	5462	5423	2704	15860	50	147	-1.0
CPG13094	CPG13235	0.004	1317	7413	0.022	6461	6453	12518	2662	5462	5531	2754	15924	53	147	-1.0
CPG13094	CPG13243	-0.002	1303	7319	0.015	6461	6322	12317	2593	5462	5402	2687	15753	17	142	-1.0
CPG13094	CPG13250	-0.019	1396	7442	-0.006	6461	6483	12628	2674	5462	5591	2758	16118	56	156	-1.0
CPG13094	CPG13268	-0.010	1372	7161	-0.041	6461	6561	12548	2679	5462	5247	2530	15723	51	150	-1.0
CPG13094	CPG13276	0.011	1344	7410	-0.005	6461	6756	12916	2756	5462	5489	2658	16158	20	180	-1.0
CPG13094	CPG13284	-0.024	1382	7250	-0.021	6461	6437	12464	2614	5462	5429	2651	15868	47	149	-1.0
CPG13094	CPG13292	-0.017	1403	7444	-0.015	6461	6584	12758	2697	5462	5616	2726	16211	54	161	-1.0
CPG13094	CPG13300	-0.028	1387	7212	-0.019	6461	6387	12437	2600	5462	5476	2671	15836	41	162	-1.0
CPG13094	CPG13318	-0.002	1347	7531	0.018	6461	6508	12702	2682	5462	5649	2790	16216	10	175	-1.0
CPG13094	CPG13334	-0.070	1276	6584	-0.004	6461	5368	10856	2174	5462	5212	2531	14368	25	149	-1.0
CPG13094	CPG13342	0.031	1250	7142	0.009	6461	6722	12693	2698	5462	5221	2547	15689	17	170	-1.0
CPG13094	CPG13359	-0.006	1385	7345	-0.019	6461	6582	12663	2733	5462	5421	2665	15927	50	157	-1.0
CPG13094	CPG13367	-0.047	1435	6687	-0.084	6461	6447	12289	2583	5462	5208	2432	15245	56	135	-1.0
CPG13094	CPG13375	0.008	1288	7037	-0.002	6461	6597	12509	2624	5462	5314	2564	15586	56	143	-1.0
CPG13094	CPG13383	0.015	1291	7013	-0.013	6461	6664	12600	2677	5462	5264	2511	15550	18	167	-1.0
CPG13094	CPG13391	0.034	1246	7219	0.029	6461	6563	12491	2706	5462	5342	2647	15544	46	146	-1.0
CPG13094	CPG13409	-nan	0	0	0.000	6461	0	0	0	5462	0	0	0	0	0	-1.0
CPG13094	CPG13417	0.029	1274	7050	-0.004	6461	6802	12768	2734	5462	5184	2526	15624	52	149	-1.0
CPG13094	CPG13425	-0.037	1422	7219	-0.029	6461	6446	12512	2611	5462	5575	2683	15931	50	151	-1.0
CPG13094	CPG13433	-0.032	1416	7298	-0.027	6461	6386	12442	2635	5462	5536	2687	15886	21	162	-1.0
CPG13094	CPG13441	-0.032	1415	7216	-0.031	6461	6503	12569	2629	5462	5552	2659	15942	52	147	-1.0
CPG13094	CPG13458	-0.027	1428	7305	-0.038	6461	6489	12565	2685	5462	5505	2646	15928	16	171	-1.0
CPG13094	CPG13466	-0.021	1388	7285	-0.030	6461	6512	12571	2645	5462	5354	2614	15954	56	155	-1.0
CPG13094	CPG13474	0.005	1289	7267	0.014	6461	6562	12645	2608	5462	5407	2654	15985	17	161	-1.0
CPG13094	CPG13482	0.018	1296	7317	0.016	6461	6670	12779	2708	5462	5429	2679	15976	16	167	-1.0
CPG13094	CPG13490	-0.019	1403	7250	-0.028	6461	6598	12690	2687	5462	5417	2652	15969	19	162	-1.0
CPG13094	CPG200691	-0.040	1402	7167	-0.024	6461	6619	12579	2551	5462	5708	2674	16046	53	152	-1.0
CPG13094	CPG68718	-0.017	1364	7260	-0.008	6461	6458	12502	2619	5462	5487	2683	15888	18	182	-1.0
CPG13094	CPG68700	-0.006	1334	7311	0.002	6461	6476	12569	2633	5462	5493	2677	15948	53	153	-1.0
CPG13094	CPG13508	0.007	1367	7444	-0.007	6461	6657	12776	2779	5462	5426	2698	16029	55	151	-1.0
CPG13094	CPG13516	-0.030	1434	7418	-0.024	6461	6390	12510	2681	5462	5564	2738	16000	12	172	-1.0
CPG13094	CPG200709	-0.042	1460	7235	-0.043	6461	6668	12535	2656	5462	5597	2684	15918	54	158	-1.0
CPG13094	CPG200717	-0.012	1381	7197	-0.029	6461	6924	12881	2685	5462	5541	2604	16089	16	179	-1.0
CPG13102	CPG13110	0.033	1339	7627	0.005	6716	6697	13228	2897	5527	5385	2707	16400	58	155	-1.0
CPG13102	CPG13128	-0.024	1420	7372	-0.026	6716	6355	12763	2690	5527	5529	2694	16175	73	158	-1.0
CPG13102	CPG13136	0.038	1262	7239	0.013	6716	6647	12971	2770	5527	5285	2594	15932	47	146	-1.0
CPG13102	CPG13144	0.038	1287	7490	0.030	6716	6607	13044	2822	5527	5404	2734	16177	126	192	-1.0
CPG13102	CPG13151	0.036	1311	7564	0.018	6716	6625	13087	2858	5527	5487	2721	16246	55	148	-1.0
CPG13102	CPG13169	0.059	1254	7439	0.022	6716	6663	13038	2893	5527	5246	2624	15945	113	204	-1.0
CPG13102	CPG13177	0.004	1375	7589	0.002	6716	6502	13031	2773	5527	5580	2759	16449	69	151	-1.0
CPG13102	CPG13185	0.038	1258	7535	0.040	6716	6473	12906	2762	5527	5464	2736	16175	133	196	-1.0
CPG13102	CPG13193	0.016	1316	7439	0.010	6716	6453	12895	2737	5527	5498	2689	16176	67	155	-1.0
CPG13102	CPG13201	-0.006	1394	7567	-0.003	6716	6442	12960	2752	5527	5600	2773	16417	126	209	-1.0
CPG13102	CPG13219	0.040	1278	7185	-0.006	6716	6685	12996	2818	5527	5244	2523	15823	131	177	-1.0
CPG13102	CPG13227	0.006	1342	7331	-0.002	6716	6543	12914	2722	5527	5423	2675	16143	110	200	-1.0
CPG13102	CPG13235	0.003	1389	7541	-0.008	6716	6453	12870	2800	5527	5531	2736	16200	112	197	-1.0
CPG13102	CPG13243	-0.001	1347	7401	-0.002	6716	6322	12650	2687	5527	5402	2681	16024	65	141	-1.0
CPG13102	CPG13250	-0.006	1381	7473	-0.008	6716	6483	12999	2723	5527	5591	2720	16407	129	210	-1.0
CPG13102	CPG13268	0.011	1332	7247	-0.019	6716	6561	12884	2736	5527	5247	2563	15991	114	209	-1.0
CPG13102	CPG13276	0.048	1262	7609	0.044	6716	6756	13280	2846	5527	5489	2766	16459	62	149	-1.0
CPG13102	CPG13284	0.017	1321	7480	0.016	6716	6437	12849	2751	5527	5429	2727	16148	121	192	-1.0
CPG13102	CPG13292	-0.026	1474	7443	-0.046	6716	6584	13145	2779	5527	5616	2692	16504	128	212	-1.0
CPG13102	CPG13300	0.025	1272	7471	0.043	6716	6387	12771	2702	5527	5476	2777	16110	113	205	-1.0
CPG13102	CPG13318	0.019	1365	7785	0.018	6716	6508	13064	2853	5527	5649	2832	16508	64	134	-1.0
CPG13102	CPG13334	-0.033	1239	6786	0.020	6716	5368	11174	2291	5527	5212	2580	14617	45	158	-1.0
CPG13102	CPG13342	0.043	1274	7277	0.006	6716	6722	13060	2826	5527	5221	2579	15959	42	150	-1.0
CPG13102	CPG13359	0.028	1306	7454	0.017	6716	6582	13029	2794	5527	5421	2702	16201	115	210	-1.0
CPG13102	CPG13367	-0.011	1373	6894	-0.054	6716	6447	12612	2678	5527	5208	2463	15523	124	173	-1.0
CPG13102	CPG13375	0.043	1243	7234	0.021	6716	6597	12922	2765	5527	5314	2598	15869	98	222	-1.0
CPG13102	CPG13383	0.034	1255	7078	0.004	6716	6664	12950	2730	5527	5264	2533	15823	46	159	-1.0
CPG13102	CPG13391	0.039	1283	7316	0.017	6716	6563	12856	2816	5527	5342	2657	15823	113	197	-1.0
CPG13102	CPG13409	-nan	0	0	0.000	6716	0	0	0	5527	0	0	0	0	0	-1.0
CPG13102	CPG13417	0.051	1265	7241	0.000	6716	6802	13116	2864	5527	5184	2532	15894	121	202	-1.0
CPG13102	CPG13425	0.001	1364	7432	0.003	6716	6446	12884	2736	5527	5575	2746	16208	114	212	-1.0
CPG13102	CPG13433	-0.007	1361	7370	-0.003	6716	6386	12800	2680	5527	5536	2708	16171	55	153	-1.0
CPG13102	CPG13441	0.006	1381	7499	0.001	6716	6503	12945	2803	5527	5552	2767	16219	108	213	-1.0
CPG13102	CPG13458	0.012	1373	7545	-0.003	6716	6489	12930	2824	5527	5505	2730	16200	67	151	-1.0
CPG13102	CPG13466	0.006	1362	7426	-0.006	6716	6512	12956	2763	5527	5354	2694	16218	114	220	-1.0
CPG13102	CPG13474	0.018	1369	7598	-0.009	6716	6562	13004	2856	5527	5407	2692	16259	59	159	-1.0
CPG13102	CPG13482	0.018	1363	7443	-0.009	6716	6670	13140	2846	5527	5429	2679	16254	59	144	-1.0
CPG13102	CPG13490	0.012	1360	7433	-0.009	6716	6598	13043	2799	5527	5417	2671	16238	54	142	-1.0
CPG13102	CPG200691	-0.014	1405	7437	-0.017	6716	6619	12929	2720	5527	5708	2717	16331	123	206	-1.0
CPG13102	CPG68718	-0.004	1355	7288	-0.004	6716	6458	12877	2683	5527	5487	2688	16154	59	172	-1.0
CPG13102	CPG68700	0.009	1340	7436	0.005	6716	6476	12936	2740	5527	5493	2707	16232	132	194	-1.0
CPG13102	CPG13508	0.013	1363	7422	-0.010	6716	6657	13142	2814	5527	5426	2672	16299	119	205	-1.0
CPG13102	CPG13516	0.003	1394	7642	-0.002	6716	6390	12849	2810	5527	5564	2778	16265	62	162	-1.0
CPG13102	CPG200709	-0.013	1406	7360	-0.022	6716	6668	12906	2731	5527	5597	2690	16210	123	213	-1.0
CPG13102	CPG200717	0.013	1372	7425	-0.014	6716	6924	13243	2832	5527	5541	2665	16376	68	147	-1.0
CPG13110	CPG13128	-0.000	1370	7490	-0.005	6697	6355	12726	2737	5385	5529	2713	16112	29	162	-1.0
CPG13110	CPG13136	0.048	1228	7270	0.021	6697	6647	12911	2765	5385	5285	2565	15879	23	178	-1.0
CPG13110	CPG13144	0.026	1310	7380	0.002	6697	6607	13000	2790	5385	5404	2633	16110	63	127	-1.0
CPG13110	CPG13151	0.052	1205	7446	0.050	6697	6625	13007	2746	5385	5487	2680	16166	26	145	-1.0
CPG13110	CPG13169	0.056	1235	7329	0.020	6697	6663	12965	2831	5385	5246	2574	15867	52	145	-1.0
CPG13110	CPG13177	0.003	1359	7515	-0.009	6697	6502	12983	2739	5385	5580	2668	16379	23	147	-1.0
CPG13110	CPG13185	0.015	1341	7442	-0.004	6697	6473	12882	2777	5385	5464	2662	16111	58	143	-1.0
CPG13110	CPG13193	0.020	1299	7411	0.013	6697	6453	12841	2724	5385	5498	2666	16103	28	141	-1.0
CPG13110	CPG13201	0.005	1345	7529	0.004	6697	6442	12900	2720	5385	5600	2710	16334	38	169	-1.0
CPG13110	CPG13219	0.026	1349	7204	-0.040	6697	6685	12946	2868	5385	5244	2488	15763	61	126	-1.0
CPG13110	CPG13227	0.009	1366	7389	-0.021	6697	6543	12898	2792	5385	5423	2617	16069	47	145	-1.0
CPG13110	CPG13235	0.009	1354	7444	-0.003	6697	6453	12859	2766	5385	5531	2691	16125	50	138	-1.0
CPG13110	CPG13243	0.001	1301	7236	-0.001	6697	6322	12623	2607	5385	5402	2596	15946	24	150	-1.0
CPG13110	CPG13250	-0.032	1424	7233	-0.038	6697	6483	12957	2641	5385	5591	2643	16332	69	140	-1.0
CPG13110	CPG13268	0.014	1328	7232	-0.028	6697	6561	12869	2749	5385	5247	2507	15931	45	153	-1.0
CPG13110	CPG13276	0.035	1311	7518	0.008	6697	6756	13262	2853	5385	5489	2667	16385	25	151	-1.0
CPG13110	CPG13284	0.011	1300	7316	0.002	6697	6437	12814	2673	5385	5429	2611	16084	56	144	-1.0
CPG13110	CPG13292	-0.038	1518	7398	-0.074	6697	6584	13087	2788	5385	5616	2635	16427	64	147	-1.0
CPG13110	CPG13300	0.006	1301	7266	0.007	6697	6387	12750	2638	5385	5476	2640	16041	43	155	-1.0
CPG13110	CPG13318	0.006	1404	7693	-0.006	6697	6508	13022	2844	5385	5649	2775	16431	20	157	-1.0
CPG13110	CPG13334	-0.049	1250	6691	0.005	6697	5368	11075	2231	5385	5212	2524	14554	19	141	-1.0
CPG13110	CPG13342	0.061	1219	7328	0.025	6697	6722	13013	2835	5385	5221	2566	15890	21	167	-1.0
CPG13110	CPG13359	0.021	1343	7461	-0.006	6697	6582	12976	2822	5385	5421	2653	16136	56	143	-1.0
CPG13110	CPG13367	-0.006	1317	6768	-0.039	6697	6447	12568	2599	5385	5208	2431	15455	54	129	-1.0
CPG13110	CPG13375	0.048	1239	7278	0.012	6697	6597	12860	2787	5385	5314	2544	15803	64	132	-1.0
CPG13110	CPG13383	0.048	1223	7130	0.007	6697	6664	12906	2753	5385	5264	2484	15753	31	153	-1.0
CPG13110	CPG13391	0.042	1255	7273	0.019	6697	6563	12789	2779	5385	5342	2614	15759	43	147	-1.0
CPG13110	CPG13409	-nan	0	0	0.000	6697	0	0	0	5385	0	0	0	0	0	-1.0
CPG13110	CPG13417	0.059	1251	7301	0.005	6697	6802	13065	2888	5385	5184	2528	15841	52	148	-1.0
CPG13110	CPG13425	-0.007	1383	7364	-0.023	6697	6446	12846	2724	5385	5575	2642	16145	56	143	-1.0
CPG13110	CPG13433	-0.016	1360	7209	-0.022	6697	6386	12772	2621	5385	5536	2603	16099	22	157	-1.0
CPG13110	CPG13441	0.004	1380	7434	-0.020	6697	6503	12912	2789	5385	5552	2651	16148	55	142	-1.0
CPG13110	CPG13458	-0.007	1379	7296	-0.026	6697	6489	12874	2710	5385	5505	2620	16129	17	167	-1.0
CPG13110	CPG13466	0.005	1333	7326	-0.018	6697	6512	12887	2701	5385	5354	2570	16144	66	136	-1.0
CPG13110	CPG13474	0.010	1340	7366	-0.016	6697	6562	12972	2744	5385	5407	2593	16190	22	132	-1.0
CPG13110	CPG13482	0.032	1300	7401	0.005	6697	6670	13100	2810	5385	5429	2626	16181	23	166	-1.0
CPG13110	CPG13490	0.007	1353	7333	-0.021	6697	6598	12983	2753	5385	5417	2593	16163	19	145	-1.0
CPG13110	CPG200691	-0.020	1422	7373	-0.036	6697	6619	12900	2717	5385	5708	2652	16261	59	140	-1.0
CPG13110	CPG68718	0.014	1299	7336	0.012	6697	6458	12837	2691	5385	5487	2660	16090	28	151	-1.0
CPG13110	CPG68700	0.011	1347	7467	-0.006	6697	6476	12858	2762	5385	5493	2664	16148	53	143	-1.0
CPG13110	CPG13508	0.017	1331	7367	-0.010	6697	6657	13092	2776	5385	5426	2606	16238	66	135	-1.0
CPG13110	CPG13516	-0.010	1346	7303	-0.008	6697	6390	12806	2629	5385	5564	2649	16197	13	171	-1.0
CPG13110	CPG200709	-0.024	1445	7278	-0.057	6697	6668	12888	2737	5385	5597	2582	16137	59	146	-1.0
CPG13110	CPG200717	0.015	1372	7408	-0.028	6697	6924	13211	2842	5385	5541	2592	16307	20	162	-1.0
CPG13128	CPG13136	0.010	1272	7070	0.006	6355	6647	12539	2606	5529	5285	2575	15669	25	158	-1.0
CPG13128	CPG13144	-0.000	1346	7360	0.003	6355	6607	12581	2690	5529	5404	2707	15907	70	144	-1.0
CPG13128	CPG13151	-0.012	1367	7300	-0.005	6355	6625	12600	2657	5529	5487	2707	15953	36	146	-1.0
CPG13128	CPG13169	0.005	1344	7224	-0.017	6355	6663	12544	2722	5529	5246	2600	15668	71	137	-1.0
CPG13128	CPG13177	-0.024	1393	7467	-0.003	6355	6502	12572	2636	5529	5580	2767	16160	25	159	-1.0
CPG13128	CPG13185	0.004	1282	7349	0.030	6355	6473	12450	2590	5529	5464	2726	15901	73	145	-1.0
CPG13128	CPG13193	-0.040	1424	7241	-0.033	6355	6453	12426	2601	5529	5498	2665	15889	32	156	-1.0
CPG13128	CPG13201	-0.058	1494	7358	-0.050	6355	6442	12517	2623	5529	5600	2711	16123	60	161	-1.0
CPG13128	CPG13219	-0.038	1449	6899	-0.085	6355	6685	12505	2658	5529	5244	2453	15537	65	140	-1.0
CPG13128	CPG13227	-0.041	1434	7171	-0.042	6355	6543	12479	2610	5529	5423	2641	15864	54	148	-1.0
CPG13128	CPG13235	-0.032	1399	7274	-0.016	6355	6453	12437	2599	5529	5531	2710	15912	58	154	-1.0
CPG13128	CPG13243	-0.042	1403	7221	-0.028	6355	6322	12221	2550	5529	5402	2653	15745	23	148	-1.0
CPG13128	CPG13250	-0.055	1445	7219	-0.033	6355	6483	12555	2547	5529	5591	2710	16125	61	164	-1.0
CPG13128	CPG13268	-0.037	1450	7144	-0.067	6355	6561	12458	2668	5529	5247	2549	15716	68	145	-1.0
CPG13128	CPG13276	-0.011	1396	7398	-0.019	6355	6756	12804	2721	5529	5489	2688	16156	33	155	-1.0
CPG13128	CPG13284	-0.037	1414	7241	-0.030	6355	6437	12402	2596	5529	5429	2666	15865	69	140	-1.0
CPG13128	CPG13292	-0.061	1492	7227	-0.052	6355	6584	12680	2596	5529	5616	2695	16207	62	164	-1.0
CPG13128	CPG13300	-0.039	1403	7217	-0.024	6355	6387	12350	2568	5529	5476	2676	15834	47	166	-1.0
CPG13128	CPG13318	-0.028	1371	7400	0.003	6355	6508	12577	2567	5529	5649	2756	16214	26	164	-1.0
CPG13128	CPG13334	-0.080	1278	6526	-0.005	6355	5368	10808	2123	5529	5212	2530	14366	33	151	-1.0
CPG13128	CPG13342	0.024	1271	7218	0.014	6355	6722	12573	2696	5529	5221	2614	15670	29	153	-1.0
CPG13128	CPG13359	-0.030	1425	7257	-0.040	6355	6582	12566	2659	5529	5421	2634	15930	59	159	-1.0
CPG13128	CPG13367	-0.075	1499	6677	-0.113	6355	6447	12148	2545	5529	5208	2407	15234	76	129	-1.0
CPG13128	CPG13375	0.006	1329	7221	-0.008	6355	6597	12424	2696	5529	5314	2617	15582	74	138	-1.0
CPG13128	CPG13383	-0.003	1354	7095	-0.027	6355	6664	12473	2690	5529	5264	2567	15542	35	157	-1.0
CPG13128	CPG13391	0.011	1299	7185	0.010	6355	6563	12391	2666	5529	5342	2652	15543	55	151	-1.0
CPG13128	CPG13409	-nan	0	0	0.000	6355	0	0	0	5529	0	0	0	0	0	-1.0
CPG13128	CPG13417	0.032	1262	7144	0.012	6355	6802	12653	2724	5529	5184	2586	15611	68	152	-1.0
CPG13128	CPG13425	-0.038	1415	7304	-0.020	6355	6446	12398	2597	5529	5575	2720	15923	68	152	-1.0
CPG13128	CPG13433	-0.032	1390	7260	-0.019	6355	6386	12398	2579	5529	5536	2674	15890	31	155	-1.0
CPG13128	CPG13441	-0.042	1406	7172	-0.025	6355	6503	12461	2550	5529	5552	2676	15939	63	146	-1.0
