#sample_a	sample_b	relatedness	ibs0	ibs2	hom_concordance	hets_a	hets_b	hets_ab	shared_hets	hom_alts_a	hom_alts_b	shared_hom_alts	n	x_ibs0	x_ibs2	expected_relatedness
CPG13391	CPG13458	0.010	1331	7188	-0.011	6563	6489	12489	2723	5342	5505	2602	15562	50	147	-1.0
CPG13391	CPG13466	0.010	1320	7117	-0.021	6563	6512	12548	2705	5342	5354	2526	15575	112	189	-1.0
CPG13391	CPG13474	0.034	1251	7193	0.012	6563	6562	12613	2715	5342	5407	2568	15627	55	143	-1.0
CPG13391	CPG13482	0.050	1230	7216	0.027	6563	6670	12724	2779	5342	5429	2603	15612	49	132	-1.0
CPG13391	CPG13490	0.020	1271	7040	0.006	6563	6598	12626	2666	5342	5417	2574	15605	51	126	-1.0
CPG13391	CPG200691	-0.021	1398	7094	-0.034	6563	6619	12531	2667	5342	5708	2614	15689	93	206	-1.0
CPG13391	CPG68718	0.039	1214	7132	0.038	6563	6458	12521	2670	5342	5487	2630	15527	61	143	-1.0
CPG13391	CPG68700	0.034	1248	7232	0.030	6563	6476	12526	2707	5342	5493	2658	15592	110	186	-1.0
CPG13391	CPG13508	0.032	1257	7069	0.010	6563	6657	12761	2715	5342	5426	2570	15657	117	174	-1.0
CPG13391	CPG13516	-0.012	1377	7151	-0.032	6563	6390	12452	2677	5342	5564	2582	15626	45	154	-1.0
CPG13391	CPG200709	-0.002	1359	7112	-0.025	6563	6668	12514	2707	5342	5597	2587	15571	97	211	-1.0
CPG13391	CPG200717	0.001	1346	6977	-0.033	6563	6924	12801	2697	5342	5541	2518	15730	44	153	-1.0
CPG13409	CPG13417	-nan	0	0	0.000	0	6802	0	0	0	5184	0	0	0	0	-1.0
CPG13409	CPG13425	-nan	0	0	0.000	0	6446	0	0	0	5575	0	0	0	0	-1.0
CPG13409	CPG13433	-nan	0	0	0.000	0	6386	0	0	0	5536	0	0	0	0	-1.0
CPG13409	CPG13441	-nan	0	0	0.000	0	6503	0	0	0	5552	0	0	0	0	-1.0
CPG13409	CPG13458	-nan	0	0	0.000	0	6489	0	0	0	5505	0	0	0	0	-1.0
CPG13409	CPG13466	-nan	0	0	0.000	0	6512	0	0	0	5354	0	0	0	0	-1.0
CPG13409	CPG13474	-nan	0	0	0.000	0	6562	0	0	0	5407	0	0	0	0	-1.0
CPG13409	CPG13482	-nan	0	0	0.000	0	6670	0	0	0	5429	0	0	0	0	-1.0
CPG13409	CPG13490	-nan	0	0	0.000	0	6598	0	0	0	5417	0	0	0	0	-1.0
CPG13409	CPG200691	-nan	0	0	0.000	0	6619	0	0	0	5708	0	0	0	0	-1.0
CPG13409	CPG68718	-nan	0	0	0.000	0	6458	0	0	0	5487	0	0	0	0	-1.0
CPG13409	CPG68700	-nan	0	0	0.000	0	6476	0	0	0	5493	0	0	0	0	-1.0
CPG13409	CPG13508	-nan	0	0	0.000	0	6657	0	0	0	5426	0	0	0	0	-1.0
CPG13409	CPG13516	-nan	0	0	0.000	0	6390	0	0	0	5564	0	0	0	0	-1.0
CPG13409	CPG200709	-nan	0	0	0.000	0	6668	0	0	0	5597	0	0	0	0	-1.0
CPG13409	CPG200717	-nan	0	0	0.000	0	6924	0	0	0	5541	0	0	0	0	-1.0
CPG13417	CPG13425	0.036	1247	7081	0.011	6802	6446	12778	2726	5184	5575	2553	15654	96	208	-1.0
CPG13417	CPG13433	0.026	1288	7138	-0.004	6802	6386	12675	2743	5184	5536	2553	15615	48	153	-1.0
CPG13417	CPG13441	0.044	1245	7138	0.012	6802	6503	12809	2769	5184	5552	2553	15654	109	191	-1.0
CPG13417	CPG13458	0.022	1315	7105	-0.021	6802	6489	12760	2770	5184	5505	2522	15640	43	160	-1.0
CPG13417	CPG13466	0.023	1306	7066	-0.023	6802	6512	12808	2761	5184	5354	2493	15658	98	215	-1.0
CPG13417	CPG13474	0.041	1293	7251	-0.011	6802	6562	12863	2851	5184	5407	2531	15705	46	164	-1.0
CPG13417	CPG13482	0.054	1263	7192	-0.005	6802	6670	12972	2877	5184	5429	2502	15673	44	148	-1.0
CPG13417	CPG13490	0.028	1312	7085	-0.024	6802	6598	12889	2807	5184	5417	2498	15672	45	140	-1.0
CPG13417	CPG200691	0.017	1294	7038	-0.017	6802	6619	12807	2696	5184	5708	2502	15747	108	201	-1.0
CPG13417	CPG68718	0.044	1238	7100	0.011	6802	6458	12754	2754	5184	5487	2533	15584	56	162	-1.0
CPG13417	CPG68700	0.022	1324	7114	-0.025	6802	6476	12790	2786	5184	5493	2519	15656	107	198	-1.0
CPG13417	CPG13508	0.045	1300	7194	-0.021	6802	6657	13026	2890	5184	5426	2493	15740	108	199	-1.0
CPG13417	CPG13516	0.019	1309	7122	-0.014	6802	6390	12748	2740	5184	5564	2543	15699	52	161	-1.0
CPG13417	CPG200709	0.019	1338	7100	-0.033	6802	6668	12784	2798	5184	5597	2507	15626	112	205	-1.0
CPG13417	CPG200717	0.038	1273	7025	-0.016	6802	6924	13082	2794	5184	5541	2463	15792	47	155	-1.0
CPG13425	CPG13433	0.503	1	9739	0.686	6446	6386	12448	3131	5575	5536	3801	15926	0	199	0.5
CPG13425	CPG13441	0.497	0	9639	0.676	6446	6503	12609	3132	5575	5552	3754	15984	107	195	0.5
CPG13425	CPG13458	-0.047	1448	7141	-0.046	6446	6489	12568	2599	5575	5505	2645	15959	49	152	-1.0
CPG13425	CPG13466	-0.040	1436	7183	-0.055	6446	6512	12583	2618	5575	5354	2575	15966	109	208	-1.0
CPG13425	CPG13474	-0.025	1403	7217	-0.027	6446	6562	12687	2649	5575	5407	2658	16009	59	149	-1.0
CPG13425	CPG13482	-0.023	1428	7225	-0.036	6446	6670	12756	2707	5575	5429	2663	15995	62	130	-1.0
CPG13425	CPG13490	-0.032	1462	7272	-0.052	6446	6598	12690	2719	5575	5417	2645	15986	57	126	-1.0
CPG13425	CPG200691	-0.038	1429	7322	-0.023	6446	6619	12571	2621	5575	5708	2729	16080	117	192	-1.0
CPG13425	CPG68718	-0.039	1411	7144	-0.032	6446	6458	12510	2576	5575	5487	2645	15913	62	156	-1.0
CPG13425	CPG68700	-0.028	1407	7276	-0.020	6446	6476	12560	2637	5575	5493	2702	15969	114	195	-1.0
CPG13425	CPG13508	-0.025	1413	7198	-0.035	6446	6657	12768	2664	5575	5426	2637	16051	125	181	-1.0
CPG13425	CPG13516	-0.024	1382	7360	0.001	6446	6390	12510	2617	5575	5564	2769	16018	60	151	-1.0
CPG13425	CPG200709	-0.023	1382	7279	-0.012	6446	6668	12533	2623	5575	5597	2695	15948	116	200	-1.0
CPG13425	CPG200717	0.005	1341	7309	-0.001	6446	6924	12894	2714	5575	5541	2676	16116	54	149	-1.0
CPG13433	CPG13441	0.003	1291	7332	0.034	6386	6503	12509	2600	5536	5552	2771	15932	55	144	-1.0
CPG13433	CPG13458	-0.034	1401	7195	-0.026	6386	6489	12491	2588	5536	5505	2660	15911	20	148	-1.0
CPG13433	CPG13466	-0.040	1402	7151	-0.040	6386	6512	12494	2557	5536	5354	2592	15933	62	138	-1.0
CPG13433	CPG13474	-0.017	1363	7269	-0.012	6386	6562	12578	2621	5536	5407	2662	15968	31	162	-1.0
CPG13433	CPG13482	0.002	1332	7284	-0.000	6386	6670	12703	2676	5536	5429	2663	15967	24	132	-1.0
CPG13433	CPG13490	-0.015	1362	7266	-0.011	6386	6598	12588	2631	5536	5417	2664	15954	26	166	-1.0
CPG13433	CPG200691	-0.048	1432	7233	-0.032	6386	6619	12494	2566	5536	5708	2686	16027	62	138	-1.0
CPG13433	CPG68718	-0.023	1348	7192	-0.006	6386	6458	12428	2553	5536	5487	2665	15862	23	153	-1.0
CPG13433	CPG68700	-0.018	1365	7312	-0.006	6386	6476	12473	2616	5536	5493	2695	15918	67	130	-1.0
CPG13433	CPG13508	-0.025	1412	7231	-0.032	6386	6657	12699	2664	5536	5426	2652	16014	59	134	-1.0
CPG13433	CPG13516	-0.012	1342	7430	0.015	6386	6390	12425	2608	5536	5564	2766	15981	23	166	-1.0
CPG13433	CPG200709	-0.025	1344	7169	-0.003	6386	6668	12458	2532	5536	5597	2670	15907	65	140	-1.0
CPG13433	CPG200717	0.002	1344	7317	-0.004	6386	6924	12808	2702	5536	5541	2665	16065	22	159	-1.0
CPG13441	CPG13458	-0.035	1415	7154	-0.033	6503	6489	12617	2612	5552	5505	2650	15962	48	156	-1.0
CPG13441	CPG13466	-0.048	1494	7199	-0.077	6503	6512	12654	2686	5552	5354	2578	15975	124	187	-1.0
CPG13441	CPG13474	-0.029	1464	7320	-0.052	6503	6562	12728	2742	5552	5407	2649	16028	56	146	-1.0
CPG13441	CPG13482	-0.025	1447	7213	-0.047	6503	6670	12822	2734	5552	5429	2638	16014	47	143	-1.0
CPG13441	CPG13490	-0.036	1434	7122	-0.046	6503	6598	12722	2640	5552	5417	2618	15998	56	125	-1.0
CPG13441	CPG200691	-0.029	1396	7283	-0.014	6503	6619	12629	2611	5552	5708	2716	16086	103	205	-1.0
CPG13441	CPG68718	-0.043	1455	7193	-0.043	6503	6458	12562	2643	5552	5487	2674	15924	62	157	-1.0
CPG13441	CPG68700	-0.029	1406	7210	-0.024	6503	6476	12620	2626	5552	5493	2679	15984	113	190	-1.0
CPG13441	CPG13508	-0.016	1437	7349	-0.036	6503	6657	12813	2771	5552	5426	2681	16057	117	185	-1.0
CPG13441	CPG13516	-0.044	1437	7241	-0.033	6503	6390	12546	2601	5552	5564	2692	16022	53	158	-1.0
CPG13441	CPG200709	-0.024	1390	7232	-0.018	6503	6668	12608	2631	5552	5597	2679	15968	103	211	-1.0
CPG13441	CPG200717	0.014	1360	7425	-0.006	6503	6924	12964	2808	5552	5541	2685	16133	51	152	-1.0
CPG13458	CPG13466	-0.018	1410	7351	-0.034	6489	6512	12601	2706	5505	5354	2639	15950	53	157	-1.0
CPG13458	CPG13474	-0.003	1366	7368	-0.015	6489	6562	12698	2714	5505	5407	2650	16004	26	180	-1.0
CPG13458	CPG13482	0.026	1321	7469	0.007	6489	6670	12817	2806	5505	5429	2682	15995	22	163	-1.0
CPG13458	CPG13490	0.004	1335	7319	-0.006	6489	6598	12712	2693	5505	5417	2640	15980	21	154	-1.0
CPG13458	CPG200691	-0.022	1401	7366	-0.015	6489	6619	12614	2662	5505	5708	2720	16057	56	146	-1.0
CPG13458	CPG68718	-0.010	1394	7405	-0.017	6489	6458	12543	2723	5505	5487	2697	15896	28	146	-1.0
CPG13458	CPG68700	-0.007	1358	7364	-0.000	6489	6476	12590	2674	5505	5493	2714	15964	54	149	-1.0
CPG13458	CPG13508	-0.017	1413	7258	-0.039	6489	6657	12810	2717	5505	5426	2616	16047	67	132	-1.0
CPG13458	CPG13516	-0.016	1336	7287	0.004	6489	6390	12520	2569	5505	5564	2693	16005	17	182	-1.0
CPG13458	CPG200709	-0.016	1382	7318	-0.014	6489	6668	12574	2666	5505	5597	2688	15942	54	156	-1.0
CPG13458	CPG200717	-0.012	1414	7287	-0.037	6489	6924	12906	2751	5505	5541	2623	16105	14	169	-1.0
CPG13466	CPG13474	0.499	0	9653	0.672	6512	6562	12736	3179	5354	5407	3598	16031	0	212	0.5
CPG13466	CPG13482	0.001	1326	7172	-0.020	6512	6670	12828	2657	5354	5429	2545	16012	47	149	-1.0
CPG13466	CPG13490	-0.008	1365	7281	-0.020	6512	6598	12721	2680	5354	5417	2623	16007	54	137	-1.0
CPG13466	CPG200691	-0.065	1501	7139	-0.074	6512	6619	12625	2594	5354	5708	2606	16077	114	206	-1.0
CPG13466	CPG68718	-0.014	1387	7333	-0.024	6512	6458	12572	2689	5354	5487	2648	15914	63	157	-1.0
CPG13466	CPG68700	-0.014	1373	7282	-0.021	6512	6476	12642	2658	5354	5493	2632	15981	104	212	-1.0
CPG13466	CPG13508	0.004	1343	7269	-0.018	6512	6657	12858	2709	5354	5426	2590	16052	120	193	-1.0
CPG13466	CPG13516	-0.050	1452	7228	-0.053	6512	6390	12538	2593	5354	5564	2620	16032	55	158	-1.0
CPG13466	CPG200709	-0.037	1414	7155	-0.039	6512	6668	12590	2598	5354	5597	2619	15963	118	207	-1.0
CPG13466	CPG200717	-0.013	1412	7252	-0.043	6512	6924	12954	2743	5354	5541	2596	16132	48	162	-1.0
CPG13474	CPG13482	0.509	2	9728	0.669	6562	6670	12899	3288	5407	5429	3621	16053	0	210	0.5
CPG13474	CPG13490	0.017	1308	7379	0.003	6562	6598	12815	2727	5407	5417	2634	16048	27	169	-1.0
CPG13474	CPG200691	-0.063	1500	7147	-0.074	6562	6619	12672	2602	5407	5708	2598	16115	57	151	-1.0
CPG13474	CPG68718	0.004	1325	7332	0.005	6562	6458	12665	2676	5407	5487	2676	15970	21	164	-1.0
CPG13474	CPG68700	-0.021	1396	7262	-0.029	6562	6476	12673	2656	5407	5493	2634	16019	48	157	-1.0
CPG13474	CPG13508	0.007	1367	7402	-0.020	6562	6657	12884	2778	5407	5426	2624	16097	67	136	-1.0
CPG13474	CPG13516	-0.016	1352	7319	-0.006	6562	6390	12606	2601	5407	5564	2669	16075	22	179	-1.0
CPG13474	CPG200709	-0.028	1413	7210	-0.040	6562	6668	12679	2650	5407	5597	2611	16002	54	161	-1.0
CPG13474	CPG200717	0.006	1366	7328	-0.022	6562	6924	13013	2769	5407	5541	2612	16169	16	186	-1.0
CPG13482	CPG13490	0.010	1340	7253	-0.013	6670	6598	12923	2742	5429	5417	2609	16032	23	154	-1.0
CPG13482	CPG200691	-0.043	1456	7141	-0.057	6670	6619	12777	2638	5429	5708	2600	16098	54	141	-1.0
CPG13482	CPG68718	0.013	1327	7355	0.005	6670	6458	12763	2739	5429	5487	2683	15967	23	154	-1.0
CPG13482	CPG68700	0.004	1313	7226	-0.001	6670	6476	12783	2654	5429	5493	2622	16014	53	140	-1.0
CPG13482	CPG13508	0.016	1380	7433	-0.024	6670	6657	13005	2862	5429	5426	2629	16094	58	138	-1.0
CPG13482	CPG13516	0.008	1345	7456	0.004	6670	6390	12738	2739	5429	5564	2714	16061	15	173	-1.0
CPG13482	CPG200709	-0.015	1383	7175	-0.031	6670	6668	12771	2670	5429	5597	2596	15989	53	144	-1.0
CPG13482	CPG200717	0.009	1384	7304	-0.039	6670	6924	13125	2827	5429	5541	2555	16159	18	182	-1.0
CPG13490	CPG200691	-0.022	1410	7326	-0.032	6598	6619	12721	2681	5417	5708	2648	16095	46	143	-1.0
CPG13490	CPG68718	0.009	1294	7290	0.013	6598	6458	12660	2648	5417	5487	2661	15948	24	153	-1.0
CPG13490	CPG68700	0.013	1275	7266	0.021	6598	6476	12731	2633	5417	5493	2663	16006	66	119	-1.0
CPG13490	CPG13508	0.010	1330	7278	-0.008	6598	6657	12920	2724	5417	5426	2619	16080	57	127	-1.0
CPG13490	CPG13516	-0.005	1334	7354	0.006	6598	6390	12636	2635	5417	5564	2702	16054	26	177	-1.0
CPG13490	CPG200709	-0.022	1410	7236	-0.035	6598	6668	12691	2680	5417	5597	2629	15977	66	128	-1.0
CPG13490	CPG200717	0.019	1331	7357	-0.008	6598	6924	13036	2789	5417	5541	2617	16146	13	156	-1.0
CPG200691	CPG68718	-0.023	1374	7300	-0.002	6619	6458	12552	2605	5708	5487	2735	16016	62	157	-1.0
CPG200691	CPG68700	-0.041	1450	7283	-0.039	6619	6476	12631	2640	5708	5493	2684	16084	120	192	-1.0
CPG200691	CPG13508	-0.020	1400	7298	-0.023	6619	6657	12806	2671	5708	5426	2674	16162	120	192	-1.0
CPG200691	CPG13516	-0.049	1408	7176	-0.025	6619	6390	12547	2506	5708	5564	2679	16119	59	156	-1.0
CPG200691	CPG200709	0.484	0	9810	0.676	6619	6668	12901	3120	5708	5597	3784	16471	113	209	0.5
CPG200691	CPG200717	0.503	0	10054	0.685	6619	6924	13252	3330	5708	5541	3798	16646	0	207	0.5
CPG68718	CPG68700	-0.006	1342	7350	0.009	6458	6476	12528	2648	5487	5493	2734	15924	62	161	-1.0
CPG68718	CPG13508	0.017	1281	7310	0.023	6458	6657	12758	2673	5487	5426	2686	16003	59	159	-1.0
CPG68718	CPG13516	-0.011	1361	7427	0.006	6458	6390	12489	2653	5487	5564	2756	15971	24	169	-1.0
CPG68718	CPG200709	-0.032	1421	7253	-0.029	6458	6668	12525	2642	5487	5597	2685	15915	71	153	-1.0
CPG68718	CPG200717	-0.013	1382	7185	-0.025	6458	6924	12863	2682	5487	5541	2625	16066	19	170	-1.0
CPG68700	CPG13508	-0.006	1370	7271	-0.017	6476	6657	12831	2702	5493	5426	2647	16068	110	198	-1.0
CPG68700	CPG13516	-0.007	1318	7375	0.019	6476	6390	12532	2595	5493	5564	2740	16035	54	161	-1.0
CPG68700	CPG200709	-0.023	1385	7266	-0.016	6476	6668	12567	2626	5493	5597	2683	15966	106	214	-1.0
CPG68700	CPG200717	-0.013	1393	7196	-0.035	6476	6924	12941	2699	5493	5541	2594	16132	53	155	-1.0
CPG13508	CPG13516	-0.024	1428	7362	-0.034	6657	6390	12742	2706	5426	5564	2674	16120	61	146	-1.0
CPG13508	CPG200709	-0.010	1400	7314	-0.023	6657	6668	12799	2738	5426	5597	2673	16037	133	181	-1.0
CPG13508	CPG200717	0.016	1359	7360	-0.017	6657	6924	13142	2824	5426	5541	2628	16213	64	139	-1.0
CPG13516	CPG200709	-0.044	1417	7194	-0.031	6390	6668	12505	2557	5564	5597	2661	16002	59	160	-1.0
CPG13516	CPG200717	0.002	1323	7321	0.007	6390	6924	12847	2659	5564	5541	2687	16173	17	180	-1.0
CPG200709	CPG200717	0.024	1351	7652	0.011	6668	6924	13244	2861	5597	5541	2764	16525	53	161	-1.0
