WTCHG_171117_262	WTCHG_171117_264	
21.19658	18.097956	
21.166666	18.108719	
21.17842	18.181915	
21.192308	18.14224	
21.18483	18.168104	
21.26389	18.132544	
21.235043	18.105604	
21.2703	18.172413	
21.25	18.155172	
21.257479	18.106796	
21.2703	18.091694	
21.28312	18.080906	
21.307692	18.105717	
21.233974	18.151188	
21.230192	18.104752	
21.223768	18.046486	
21.195932	18.063784	
21.167202	18.028109	
21.15434	17.993513	
21.17149	17.948109	
21.155413	17.966486	
21.107182	17.972973	
21.155413	18.047567	
21.1597	18.042162	
21.12433	18.058378	
21.063236	18.015135	
21.007504	18.04108	
20.990355	18.037838	
20.944265	17.985947	
20.86388	17.975136	
20.802786	17.971891	
20.745981	17.98162	
20.724249	17.941622	
20.680258	17.92	
20.714592	17.952433	
20.671675	17.967567	
20.624464	17.894054	
20.553648	17.865946	
20.56545	17.863783	
20.574034	17.877838	
20.600859	17.918919	
20.63412	17.923243	
20.58691	17.92	
20.550428	17.895136	
20.509657	17.804325	
20.534334	17.744865	
20.524677	17.79329	
20.52897	17.727272	
20.50322	17.72186	
20.525751	17.795233	
20.467812	17.775732	
20.479614	17.767063	
20.532188	17.770313	
20.45279	17.763813	
20.477468	17.740782	
20.52739	17.787418	
20.546724	17.777657	
20.512352	17.762472	
20.539206	17.712582	
20.55639	17.691975	
20.526316	17.700651	
20.4565	17.684381	
20.44898	17.64859	
20.440386	17.689468	
20.421053	17.757872	
20.440386	17.774158	
20.396349	17.793703	
20.372717	17.747015	
20.388828	17.753529	
20.336197	17.788273	
20.356606	17.788044	
20.343716	17.755434	
20.356606	17.729347	
20.367348	17.735582	
20.38602	17.711643	
20.373117	17.680086	
20.378494	17.618063	
20.294624	17.651417	
20.315054	17.672113	
20.441336	17.669575	
20.481121	17.697927	
20.455233	17.697927	
20.432579	17.695747	
20.427185	17.691385	
20.409924	17.674673	
20.423948	17.734716	
20.417927	17.728167	
20.407127	17.720524	
20.450323	17.7369	
20.419006	17.692896	
20.36717	17.68306	
20.397408	17.700546	
20.466522	17.652458	
20.422247	17.667759	
20.37797	17.710382	
20.345572	17.738798	
20.335854	17.765863	
20.342333	17.728664	
20.478918	17.678337	
20.45946	17.647703	
20.322163	17.684902	
20.335135	17.744797	
20.316017	17.668127	
20.353895	17.68127	
20.341991	17.628696	
20.318182	17.616648	
20.262987	17.592552	
20.241343	17.578314	
20.207792	17.539978	
20.189394	17.556408	
20.18723	17.538883	
20.200216	17.51864	
20.19264	17.487938	
20.25	17.46601	
20.247835	17.489035	
20.242424	17.480263	
20.20671	17.472588	
20.1961	17.519209	
20.163597	17.540066	
20.221018	17.542261	
20.224268	17.579582	
20.282774	17.597803	
20.2026	17.516483	
20.169014	17.50385	
20.152763	17.518152	
20.10726	17.585258	
20.076923	17.515951	
20.001083	17.518152	
20.094463	17.577559	
20.175896	17.592958	
20.222584	17.537954	
20.244299	17.581959	
20.244299	17.635864	
20.25733	17.636963	
20.270359	17.58746	
20.294565	17.553965	
20.302174	17.547358	
20.330435	17.52533	
20.320652	17.464758	
20.294565	17.40969	
20.246738	17.386564	
20.240217	17.39978	
20.293478	17.388092	
20.297827	17.465784	
20.304348	17.51766	
20.311956	17.533113	
20.279348	17.45254	
20.243479	17.426048	
20.226088	17.431568	
20.212187	17.404419	
20.232862	17.449724	
20.236383	17.414824	
20.173203	17.411505	
