CTRL-rep1	CTRL-rep2	CTRL-rep3	ESRP-DKO-rep1	ESRP-DKO-rep2	ESRP-DKO-rep3	
1822.1879	1898.0082	2005.999	1946.3391	2156.0657	2088.8633	
1825.0596	1900.6355	2008.9506	1948.1296	2159.62	2090.6636	
1828.5844	1903.6752	2011.871	1951.033	2163.1418	2093.558	
1830.7363	1905.4589	2014.6208	1953.5721	2166.1223	2096.803	
1828.5088	1902.8179	2012.718	1951.5299	2163.5916	2094.539	
1825.2843	1899.3046	2009.187	1948.6628	2159.7407	2090.7834	
1828.1155	1903.9856	2011.8138	1951.3953	2162.8909	2092.5427	
1822.3495	1897.7134	2004.4685	1944.677	2155.4038	2085.6511	
1825.4052	1901.599	2007.9482	1947.9247	2159.1997	2088.6987	
1826.7351	1902.5258	2009.457	1948.548	2160.201	2089.9153	
1829.5109	1905.3519	2011.9617	1950.5238	2163.034	2094.4092	
1832.2769	1908.4907	2015.774	1954.5553	2166.4097	2097.484	
1832.9525	1908.6375	2016.3927	1954.9845	2166.454	2098.184	
1836.7502	1912.7814	2021.2869	1958.8911	2170.8738	2102.915	
1844.7634	1920.9274	2029.9917	1967.5078	2177.792	2109.998	
1847.971	1924.03	2035.8302	1973.288	2183.1948	2113.4492	
1850.6511	1926.46	2036.9812	1974.4568	2184.2644	2116.059	
1849.1414	1924.0249	2034.8643	1972.5802	2181.5608	2114.1704	
1850.1718	1924.5941	2033.5903	1973.1533	2182.0332	2114.895	
1850.2781	1924.8573	2032.0105	1973.3257	2181.745	2114.8447	
1843.0219	1917.8354	2022.8452	1965.547	2173.0938	2106.2666	
1842.8488	1917.9854	2022.0732	1964.5538	2173.674	2106.516	
1841.2474	1916.6617	2020.7253	1963.6862	2172.4036	2104.6348	
1843.2612	1918.7942	2023.0231	1965.778	2174.311	2106.8296	
1840.0629	1914.222	2021.7698	1964.2036	2172.2688	2105.068	
1836.1226	1910.088	2017.5383	1960.0671	2168.1433	2101.092	
1836.0953	1909.7957	2017.1516	1960.312	2168.3508	2101.4036	
1836.326	1908.825	2016.5653	1960.2742	2168.7205	2100.8406	
1830.7107	1903.1111	2010.1516	1954.3761	2162.8335	2095.0723	
1831.5813	1904.0441	2012.117	1955.4038	2163.6655	2096.8457	
1832.0934	1903.8342	2012.49	1956.4836	2164.1362	2097.1228	
1827.0032	1898.7911	2007.0453	1951.3113	2159.718	2091.7795	
1834.9275	1906.5588	2014.8661	1959.54	2168.6987	2101.4812	
1830.2008	1901.2502	2008.7845	1953.1676	2162.563	2095.4111	
1828.3817	1899.0989	2006.8997	1951.609	2159.3403	2093.9075	
