Data File Name,2100 expert_High Sensitivity DNA Assay_DE13807144_2017-08-04_14-04-08.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\data\2017-08-04
Date Created,04 August 2017 13:04:08
Date Last Modified,04 August 2017 14:40:00
Version Created,B.02.08.SI648
Version Last Modified,B.02.08.SI648
 
Assay Name,High Sensitivity DNA
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\dsDNA
Assay Title,High Sensitivity DNA Assay
Assay Version,1.03
 
Number of Samples Run,11
 
Sample Name,Ladder
Number of Events,2121
 
Time,Value
84.25,19.26411
84.3,17.15471
84.35,15.0056
84.4,13.05331
84.45,11.39368
84.5,10.07359
84.55,9.075259
84.6,8.378427
84.65,7.745188
84.7,6.863574
84.75,5.953227
84.8,5.234796
84.85,4.712192
84.9,4.496987
84.95,4.26956
85,4.122016
85.05,3.867751
85.1,3.395605
85.15,3.023651
85.2,2.706057
85.25,2.516098
85.3,2.399413
85.35,2.104315
85.4,1.774153
85.45,1.676918
85.5,1.645576
85.55,1.517097
85.6,1.353984
85.65,1.185171
85.7,1.02469
85.75,1.069972
85.8,1.182573
85.85,1.118563
85.9,1.054
85.95,0.8379183
86,0.5890592
86.05,0.5027476
86.1,0.5662604
86.15,0.6460753
86.2,0.5778074
86.25,0.3517946
86.3,0.1147889
86.35,2.760687E-02
86.4,3.245561E-02
86.45,-1.928668E-02
86.5,-0.2089883
86.55,-0.2789205
86.6,-0.3284074
86.65,-0.2147663
86.7,-0.1632148
86.75,-0.2615967
86.8,-0.2834601
86.85,-0.2248009
86.9,-0.1039829
86.95,-0.186058
87,-0.3492623
87.05,-0.5510421
87.1,-0.6954068
87.15,-0.6035475
87.2,-0.5046574
87.25,-0.4241912
87.3,-0.4571291
87.35,-0.5732556
87.4,-0.7119336
87.45,-0.8466606
87.5,-0.8256872
87.55,-0.7024181
87.6,-0.4839283
87.65,-0.5222519
87.7,-0.605455
87.75,-0.6588045
87.8,-9.061423E-02
87.85,1.857351
87.9,5.861922
87.95,13.1937
88,26.19418
88.05,47.90527
88.1,79.16341
88.15,118.3959
88.2,162.6496
88.25,209.9987
88.3,254.455
88.35,289.4191
88.4,310.6921
88.45,310.7316
88.5,289.5401
88.55,253.9933
88.6,211.0135
88.65,167.1609
88.7,128.1985
88.75,96.74921
88.8,71.67399
88.85,54.05932
88.9,41.88306
88.95,33.01691
89,26.98308
89.05,22.03991
89.1,17.75248
89.15,14.46532
89.2,11.98197
89.25,10.11556
89.3,8.623644
89.35,7.888166
89.4,7.016358
89.45,6.133253
89.5,5.205606
89.55,3.881105
89.6,2.564219
89.65,1.609877
89.7,1.119076
89.75,0.741317
89.8,0.6660622
89.85,0.7668495
89.9,0.705821
89.95,0.6016756
90,0.3199928
90.05,-0.0800053
90.1,-0.4286113
90.15,-0.6897399
90.2,-0.6936789
90.25,-0.8195471
90.3,-0.8644751
90.35,-0.9361581
90.4,-0.9802892
90.45,-1.088568
90.5,-1.299134
90.55,-1.454166
90.6,-1.667632
90.65,-1.537755
90.7,-1.333514
90.75,-0.9807171
90.8,-0.2278084
90.85,1.81042
90.9,5.893749
90.95,13.2086
91,25.86938
91.05,47.8562
91.1,79.90051
91.15,120.6571
91.2,167.8888
91.25,215.8544
91.3,257.5423
91.35,288.7766
91.4,305.1836
91.45,300.5685
91.5,279.1273
91.55,245.6308
91.6,205.8696
91.65,165.7957
91.7,130.2171
91.75,99.89218
91.8,74.86874
91.85,56.35162
91.9,42.68488
91.95,32.78405
92,25.81655
92.05,20.98615
92.1,17.34608
92.15,14.17392
92.2,11.90857
92.25,9.985205
92.3,8.372767
92.35,7.115788
92.4,5.954976
92.45,5.02292
92.5,4.279023
92.55,3.765081
92.6,3.208747
92.65,2.446237
92.7,1.76802
92.75,1.36172
92.8,1.110344
92.85,0.7790717
92.9,0.5052444
92.95,0.2765424
93,0.1438799
93.05,0.1006665
93.1,2.336021E-02
93.15,-0.2155952
93.2,-0.3770728
93.25,-0.5382921
93.3,-0.777019
93.35,-1.056973
93.4,-1.063564
93.45,-0.9481907
93.5,-0.8893242
93.55,-0.878377
93.6,-1.019282
93.65,-1.079573
93.7,-1.282833
93.75,-1.308222
93.8,-1.21235
93.85,-1.046333
93.9,-0.9431412
93.95,-0.9198388
94,-1.037642
94.05,-1.283406
94.1,-1.326632
94.15,-1.241886
94.2,-1.101875
94.25,-1.039893
94.3,-1.107002
94.35,-1.3935
94.4,-1.630738
94.45,-1.679827
94.5,-1.772637
94.55,-1.732702
94.6,-1.564947
94.65,-1.317537
94.7,-1.002456
94.75,-0.6452872
94.8,-0.3402917
94.85,0.3607635
94.9,2.370805
94.95,6.301844
95,12.96875
95.05,23.78934
95.1,39.26292
95.15,59.63663
95.2,86.4668
95.25,118.0046
95.3,154.9292
95.35,193.7968
95.4,230.3369
95.45,259.9448
95.5,280.328
95.55,286.9837
95.6,280.531
95.65,265.7933
95.7,244.7556
95.75,219.8177
95.8,192.6994
95.85,164.9984
95.9,138.0301
95.95,113.361
96,93.1858
96.05,76.88992
96.1,63.12503
96.15,51.7188
96.2,42.72026
96.25,35.49457
96.3,29.39042
96.35,25.13665
96.4,21.62904
96.45,18.31943
96.5,15.21507
96.55,12.54036
96.6,10.3421
96.65,8.668682
96.7,8.02774
96.75,7.800106
96.8,7.655785
96.85,7.279831
96.9,6.660182
96.95,5.639985
97,4.560213
97.05,3.921445
97.1,3.326588
97.15,2.795656
97.2,2.259983
97.25,1.885945
97.3,1.795167
97.35,1.989598
97.4,2.272895
97.45,2.452696
97.5,2.266921
97.55,1.815193
97.6,1.198119
97.65,0.6980577
97.7,0.5907285
97.75,0.5769959
97.8,0.6060641
97.85,0.3832769
97.9,5.964301E-02
97.95,-0.2409447
98,-0.308673
98.05,-0.1462088
98.1,-0.1542008
