TOTAL_BASES	EXPECTED_DISTINCT
5950000000.0	1769242440.0
5960000000.0	1770345150.0
5970000000.0	1771446160.0
5980000000.0	1772545750.0
5990000000.0	1773642920.0
6000000000.0	1774738070.0
6010000000.0	1775830660.0
6020000000.0	1776920920.0
6030000000.0	1778011100.0
6040000000.0	1779096420.0
6050000000.0	1780181500.0
6060000000.0	1781264050.0
6070000000.0	1782345110.0
6080000000.0	1783423630.0
6090000000.0	1784500060.0
6100000000.0	1785574800.0
6110000000.0	1786647130.0
6120000000.0	1787717420.0
6130000000.0	1788786150.0
6140000000.0	1789853030.0
6150000000.0	1790917010.0
6160000000.0	1791979900.0
6170000000.0	1793041680.0
6180000000.0	1794099920.0
6190000000.0	1795157110.0
6200000000.0	1796211630.0
6210000000.0	1797264970.0
6220000000.0	1798316240.0
6230000000.0	1799364670.0
6240000000.0	1800411900.0
6250000000.0	1801457440.0
6260000000.0	1802500720.0
6270000000.0	1803542530.0
6280000000.0	1804581780.0
6290000000.0	1805619890.0
6300000000.0	1806654620.0
6310000000.0	1807689580.0
6320000000.0	1808720620.0
6330000000.0	1809750860.0
6340000000.0	1810779540.0
6350000000.0	1811806490.0
6360000000.0	1812830910.0
6370000000.0	1813853060.0
6380000000.0	1814875030.0
6390000000.0	1815893660.0
6400000000.0	1816911140.0
6410000000.0	1817926670.0
6420000000.0	1818939720.0
6430000000.0	1819952120.0
6440000000.0	1820961460.0
6450000000.0	1821970250.0
6460000000.0	1822976010.0
6470000000.0	1823981020.0
6480000000.0	1824983040.0
6490000000.0	1825985150.0
6500000000.0	1826984460.0
6510000000.0	1827981480.0
6520000000.0	1828977370.0
6530000000.0	1829970950.0
6540000000.0	1830963740.0
6550000000.0	1831954790.0
6560000000.0	1832942940.0
6570000000.0	1833929400.0
6580000000.0	1834915300.0
6590000000.0	1835897970.0
6600000000.0	1836880460.0
6610000000.0	1837860410.0
6620000000.0	1838838460.0
6630000000.0	1839815130.0
6640000000.0	1840790420.0
6650000000.0	1841763100.0
6660000000.0	1842735080.0
6670000000.0	1843704530.0
6680000000.0	1844672590.0
6690000000.0	1845639860.0
6700000000.0	1846603500.0
6710000000.0	1847567340.0
6720000000.0	1848528340.0
6730000000.0	1849488360.0
6740000000.0	1850447140.0
6750000000.0	1851402580.0
6760000000.0	1852357640.0
6770000000.0	1853311030.0
6780000000.0	1854262100.0
6790000000.0	1855212010.0
6800000000.0	1856160940.0
6810000000.0	1857107080.0
6820000000.0	1858051660.0
6830000000.0	1858995550.0
6840000000.0	1859937400.0
6850000000.0	1860878100.0
6860000000.0	1861815260.0
6870000000.0	1862753110.0
6880000000.0	1863688290.0
6890000000.0	1864621970.0
6900000000.0	1865554130.0
6910000000.0	1866485050.0
6920000000.0	1867414020.0
6930000000.0	1868341410.0
6940000000.0	1869266820.0
6950000000.0	1870191420.0
6960000000.0	1871114560.0
6970000000.0	1872035090.0
6980000000.0	1872954910.0
6990000000.0	1873872800.0
7000000000.0	1874789800.0
7010000000.0	1875705040.0
7020000000.0	1876618710.0
7030000000.0	1877530040.0
7040000000.0	1878440890.0
7050000000.0	1879350100.0
7060000000.0	1880257100.0
7070000000.0	1881162880.0
7080000000.0	1882067010.0
7090000000.0	1882970110.0
7100000000.0	1883871070.0
7110000000.0	1884770770.0
7120000000.0	1885669280.0
7130000000.0	1886566650.0
7140000000.0	1887462400.0
7150000000.0	1888355480.0
7160000000.0	1889247930.0
7170000000.0	1890138820.0
7180000000.0	1891028740.0
7190000000.0	1891916810.0
7200000000.0	1892802570.0
7210000000.0	1893688270.0
7220000000.0	1894571680.0
7230000000.0	1895453890.0
7240000000.0	1896334640.0
7250000000.0	1897213530.0
7260000000.0	1898091740.0
7270000000.0	1898968430.0
7280000000.0	1899843380.0
7290000000.0	1900716630.0
7300000000.0	1901588830.0
7310000000.0	1902459120.0
7320000000.0	1903328850.0
7330000000.0	1904196610.0
7340000000.0	1905063030.0
7350000000.0	1905928170.0
7360000000.0	1906792130.0
7370000000.0	1907654330.0
7380000000.0	1908514970.0
7390000000.0	1909374600.0
7400000000.0	1910232630.0
7410000000.0	1911089030.0
7420000000.0	1911944770.0
7430000000.0	1912798680.0
7440000000.0	1913651260.0
7450000000.0	1914502930.0
7460000000.0	1915352210.0
7470000000.0	1916200700.0
7480000000.0	1917047690.0
7490000000.0	1917893700.0
7500000000.0	1918738330.0
7510000000.0	1919581120.0
7520000000.0	1920422500.0
7530000000.0	1921263660.0
7540000000.0	1922102110.0
7550000000.0	1922940250.0
7560000000.0	1923776360.0
7570000000.0	1924611450.0
7580000000.0	1925444870.0
7590000000.0	1926277960.0
7600000000.0	1927108700.0
7610000000.0	1927938360.0
7620000000.0	1928767040.0
7630000000.0	1929593960.0
7640000000.0	1930420040.0
7650000000.0	1931244420.0
7660000000.0	1932067780.0
7670000000.0	1932889740.0
7680000000.0	1933710600.0
7690000000.0	1934529820.0
7700000000.0	1935348280.0
7710000000.0	1936164930.0
7720000000.0	1936980060.0
7730000000.0	1937794790.0
7740000000.0	1938607820.0
7750000000.0	1939419520.0
7760000000.0	1940229940.0
7770000000.0	1941039410.0
7780000000.0	1941847200.0
7790000000.0	1942654020.0
7800000000.0	1943459120.0
7810000000.0	1944263150.0
7820000000.0	1945066740.0
7830000000.0	1945868030.0
7840000000.0	1946668680.0
7850000000.0	1947467630.0
7860000000.0	1948265820.0
7870000000.0	1949062390.0
7880000000.0	1949857910.0
7890000000.0	1950652420.0
7900000000.0	1951445520.0
7910000000.0	1952237440.0
7920000000.0	1953028370.0
7930000000.0	1953817630.0
7940000000.0	1954605620.0
7950000000.0	1955392840.0
7960000000.0	1956178840.0
7970000000.0	1956963450.0
7980000000.0	1957746920.0
7990000000.0	1958529150.0
8000000000.0	1959309850.0
8010000000.0	1960089940.0
8020000000.0	1960868820.0
8030000000.0	1961646120.0
8040000000.0	1962422530.0
8050000000.0	1963197620.0
8060000000.0	1963971630.0
8070000000.0	1964744410.0
8080000000.0	1965515910.0
8090000000.0	1966286410.0
8100000000.0	1967055880.0
8110000000.0	1967823780.0
8120000000.0	1968590830.0
8130000000.0	1969356560.0
8140000000.0	1970121340.0
8150000000.0	1970885200.0
8160000000.0	1971647230.0
8170000000.0	1972408360.0
8180000000.0	1973168750.0
8190000000.0	1973927540.0
8200000000.0	1974685410.0
8210000000.0	1975442120.0
8220000000.0	1976197800.0
8230000000.0	1976952190.0
8240000000.0	1977705460.0
8250000000.0	1978457690.0
8260000000.0	1979208770.0
8270000000.0	1979958460.0
8280000000.0	1980707550.0
8290000000.0	1981455130.0
8300000000.0	1982201980.0
8310000000.0	1982947420.0
8320000000.0	1983691780.0
8330000000.0	1984435300.0
8340000000.0	1985177610.0
8350000000.0	1985918760.0
8360000000.0	1986658590.0
8370000000.0	1987397570.0
8380000000.0	1988135530.0
8390000000.0	1988872100.0
8400000000.0	1989607820.0
8410000000.0	1990342500.0
8420000000.0	1991076220.0
8430000000.0	1991808490.0
8440000000.0	1992539990.0
8450000000.0	1993270310.0
8460000000.0	1993999360.0
8470000000.0	1994727580.0
8480000000.0	1995454990.0
8490000000.0	1996180870.0
8500000000.0	1996906120.0
8510000000.0	1997630240.0
8520000000.0	1998352900.0
8530000000.0	1999074510.0
8540000000.0	1999795820.0
8550000000.0	2000515340.0
8560000000.0	2001234170.0
8570000000.0	2001951610.0
8580000000.0	2002668670.0
8590000000.0	2003384090.0
8600000000.0	2004098700.0
8610000000.0	2004812260.0
8620000000.0	2005524830.0
8630000000.0	2006236210.0
8640000000.0	2006946730.0
8650000000.0	2007656410.0
8660000000.0	2008364660.0
8670000000.0	2009072200.0
8680000000.0	2009778670.0
8690000000.0	2010483910.0
8700000000.0	2011188430.0
8710000000.0	2011891840.0
8720000000.0	2012594150.0
8730000000.0	2013295700.0
8740000000.0	2013995980.0
8750000000.0	2014695440.0
8760000000.0	2015393620.0
8770000000.0	2016091150.0
8780000000.0	2016787520.0
8790000000.0	2017483030.0
8800000000.0	2018177560.0
8810000000.0	2018870960.0
8820000000.0	2019563470.0
8830000000.0	2020254920.0
8840000000.0	2020945380.0
8850000000.0	2021634890.0
8860000000.0	2022323500.0
8870000000.0	2023011060.0
8880000000.0	2023697740.0
8890000000.0	2024383450.0
8900000000.0	2025068060.0
8910000000.0	2025751850.0
8920000000.0	2026434650.0
8930000000.0	2027116380.0
8940000000.0	2027797410.0
8950000000.0	2028477310.0
8960000000.0	2029156330.0
8970000000.0	2029834170.0
8980000000.0	2030511300.0
8990000000.0	2031187420.0
9000000000.0	2031862610.0
9010000000.0	2032536760.0
9020000000.0	2033210240.0
9030000000.0	2033882370.0
9040000000.0	2034553980.0
9050000000.0	2035224370.0
9060000000.0	2035894210.0
9070000000.0	2036562760.0
9080000000.0	2037230360.0
9090000000.0	2037897230.0
9100000000.0	2038563220.0
9110000000.0	2039228180.0
9120000000.0	2039892120.0
9130000000.0	2040555300.0
9140000000.0	2041217510.0
9150000000.0	2041878680.0
9160000000.0	2042539190.0
9170000000.0	2043198610.0
9180000000.0	2043857430.0
9190000000.0	2044515030.0
9200000000.0	2045171750.0
9210000000.0	2045827610.0
9220000000.0	2046482570.0
9230000000.0	2047136500.0
9240000000.0	2047789650.0
9250000000.0	2048442040.0
9260000000.0	2049093460.0
9270000000.0	2049743950.0
9280000000.0	2050393700.0
9290000000.0	2051042350.0
9300000000.0	2051690160.0
9310000000.0	2052337330.0
9320000000.0	2052983360.0
9330000000.0	2053628610.0
9340000000.0	2054272940.0
9350000000.0	2054916340.0
9360000000.0	2055558890.0
9370000000.0	2056200640.0
9380000000.0	2056841520.0
9390000000.0	2057481640.0
9400000000.0	2058120750.0
9410000000.0	2058758990.0
9420000000.0	2059396550.0
9430000000.0	2060033190.0
9440000000.0	2060668620.0
9450000000.0	2061303600.0
9460000000.0	2061937690.0
9470000000.0	2062570800.0
9480000000.0	2063203040.0
9490000000.0	2063834490.0
9500000000.0	2064465140.0
9510000000.0	2065094850.0
9520000000.0	2065723930.0
9530000000.0	2066351990.0
9540000000.0	2066979150.0
9550000000.0	2067605580.0
9560000000.0	2068231220.0
9570000000.0	2068855980.0
9580000000.0	2069479790.0
9590000000.0	2070103010.0
9600000000.0	2070725190.0
9610000000.0	2071346730.0
9620000000.0	2071967370.0
9630000000.0	2072587160.0
9640000000.0	2073205980.0
9650000000.0	2073824240.0
9660000000.0	2074441620.0
9670000000.0	2075058120.0
9680000000.0	2075673780.0
9690000000.0	2076288720.0
9700000000.0	2076902790.0
9710000000.0	2077516030.0
9720000000.0	2078128610.0
9730000000.0	2078740260.0
9740000000.0	2079351160.0
9750000000.0	2079961200.0
9760000000.0	2080570400.0
9770000000.0	2081178900.0
9780000000.0	2081786600.0
9790000000.0	2082393520.0
9800000000.0	2082999590.0
9810000000.0	2083604860.0
9820000000.0	2084209380.0
9830000000.0	2084813060.0
9840000000.0	2085416020.0
9850000000.0	2086018170.0
9860000000.0	2086619570.0
9870000000.0	2087220100.0
9880000000.0	2087819920.0
9890000000.0	2088418880.0
9900000000.0	2089017190.0
9910000000.0	2089614690.0
9920000000.0	2090211360.0
9930000000.0	2090807270.0
9940000000.0	2091402400.0
9950000000.0	2091996820.0
9960000000.0	2092590450.0
9970000000.0	2093183230.0
9980000000.0	2093775350.0
9990000000.0	2094366700.0
10000000000.0	2094957250.0
10010000000.0	2095547120.0
10020000000.0	2096136160.0
10030000000.0	2096724400.0
10040000000.0	2097311970.0
10050000000.0	2097898740.0
10060000000.0	2098484740.0
10070000000.0	2099070070.0
10080000000.0	2099654620.0
10090000000.0	2100238380.0
10100000000.0	2100821500.0
10110000000.0	2101403720.0
10120000000.0	2101985340.0
10130000000.0	2102566140.0
10140000000.0	2103146240.0
