Distance from GATC site	Reads + strand	Reads - strand
-118	167505.500000	56226.000000
-117	166115.500000	56267.000000
-116	166441.500000	55573.000000
-115	164686.500000	54608.000000
-114	162565.000000	54826.000000
-113	161183.000000	54300.000000
-112	160512.000000	54508.000000
-111	159736.500000	54405.000000
-110	159630.000000	54484.500000
-109	160799.500000	54402.500000
-108	161723.500000	53428.500000
-107	159597.000000	53538.500000
-106	158809.000000	53807.000000
-105	156026.500000	53779.000000
-104	154886.000000	53157.500000
-103	153463.000000	53163.000000
-102	151911.500000	53074.000000
-101	151130.000000	53742.500000
-100	152106.000000	53064.500000
-99	152181.500000	52667.500000
-98	153473.000000	52836.000000
-97	154489.500000	52991.000000
-96	153998.000000	52138.500000
-95	153842.000000	52241.000000
-94	150864.000000	52565.000000
-93	149730.000000	52275.000000
-92	149177.000000	51863.000000
-91	148219.500000	52061.500000
-90	148560.500000	51391.000000
-89	149060.500000	51456.500000
-88	149333.500000	51245.500000
-87	150366.500000	51436.500000
-86	151096.000000	51306.000000
-85	150510.000000	50337.000000
-84	147993.500000	50654.500000
-83	145896.500000	51046.500000
-82	143714.000000	50975.000000
-81	142046.500000	50734.000000
-80	141471.500000	50638.000000
-79	143146.500000	50469.000000
-78	143596.500000	50518.000000
-77	143248.500000	50461.500000
-76	143238.000000	51216.000000
-75	142413.500000	50406.000000
-74	140277.500000	49301.000000
-73	136504.000000	48401.500000
-72	134579.500000	48760.000000
-71	132103.500000	48593.000000
-70	131525.500000	49642.500000
-69	130675.000000	49526.500000
-68	131450.500000	49041.000000
-67	132839.500000	49425.000000
-66	132159.000000	49116.500000
-65	132469.000000	48539.000000
-64	130810.000000	49400.000000
-63	127922.500000	48354.000000
-62	125283.000000	48341.000000
-61	123209.500000	48371.000000
-60	121456.000000	48030.000000
-59	122916.500000	50441.500000
-58	122257.500000	50718.000000
-57	124920.500000	46756.000000
-56	125542.000000	47236.000000
-55	126477.000000	47883.500000
-54	126316.000000	48315.000000
-53	122483.000000	47922.500000
-52	120754.500000	46771.000000
-51	117171.000000	46685.500000
-50	115533.500000	44795.000000
-49	114919.000000	46527.000000
-48	116570.500000	46025.500000
-47	117329.500000	45565.000000
-46	118740.000000	47029.000000
-45	121697.000000	45648.000000
-44	122078.000000	44081.500000
-43	120484.000000	42662.000000
-42	116830.500000	42683.500000
-41	114817.500000	41485.000000
-40	111176.500000	41907.500000
-39	109703.500000	43176.000000
-38	108708.000000	52194.500000
-37	111400.000000	41826.500000
-36	115163.000000	44143.000000
-35	115997.500000	42084.000000
-34	117200.500000	41246.500000
-33	114583.500000	40563.000000
-32	109811.500000	39409.000000
-31	105844.000000	41287.500000
-30	102253.000000	41569.000000
-29	99942.500000	40304.500000
-28	99852.500000	39375.000000
-27	99715.500000	39121.000000
-26	102705.500000	41111.500000
-25	108652.500000	40072.000000
-24	107933.500000	38726.500000
-23	103655.000000	39031.500000
-22	98268.000000	44168.500000
-21	89480.000000	38961.500000
-20	85886.000000	42839.000000
-19	79739.500000	41252.000000
-18	71498.000000	40416.500000
-17	56923.500000	42857.000000
-16	31513.000000	40821.000000
-15	12270.500000	44429.000000
-14	13479.000000	63137.500000
-13	13708.000000	39901.000000
-12	13918.500000	42672.500000
-11	14734.500000	41942.500000
-10	13818.000000	40250.500000
-9	14650.000000	44525.000000
-8	13576.000000	46534.000000
-7	17294.000000	42871.500000
-6	17448.000000	48146.500000
-5	14472.000000	43989.000000
-4	11761.000000	44073.500000
-3	13679.500000	42007.500000
-2	19997.500000	43190.000000
-1	1373820.500000	52317.000000
0	38104.000000	13804.500000
1	11791.500000	45197.000000
2	52053.500000	1358354.500000
3	41555.500000	20053.000000
4	41646.500000	14104.000000
5	43414.500000	11873.500000
6	44831.000000	14444.000000
7	48112.000000	17367.500000
8	42519.500000	17183.000000
9	46949.000000	13327.500000
10	45023.000000	14580.500000
11	39881.500000	13862.000000
12	42348.000000	14877.000000
13	42577.000000	13922.500000
14	39857.000000	13549.000000
15	63640.000000	13364.500000
16	44432.500000	12442.500000
17	40877.000000	31774.500000
18	43252.000000	57210.500000
19	40471.500000	71223.500000
20	42050.000000	79980.500000
21	42955.000000	86434.500000
22	38735.500000	89474.500000
23	43725.000000	98645.500000
24	38823.000000	104300.500000
25	38990.500000	108136.500000
26	40220.000000	108173.000000
27	41450.000000	101995.000000
28	39276.000000	99987.000000
29	39144.500000	99907.500000
30	40266.000000	99833.500000
31	41806.500000	101281.000000
32	41671.500000	105459.500000
33	38935.500000	108781.500000
34	40637.000000	114828.500000
35	41115.000000	116986.000000
36	41113.500000	115733.000000
37	42924.500000	114550.500000
38	41487.500000	111684.500000
39	52133.000000	108887.000000
40	42993.500000	109610.000000
41	42333.000000	110363.500000
42	41580.000000	115625.500000
43	42705.500000	117073.000000
44	42654.000000	120735.500000
45	43838.500000	121829.000000
46	45692.500000	122382.500000
47	47427.500000	118864.000000
48	45326.000000	116386.500000
49	45528.000000	116484.500000
50	45709.000000	114878.000000
51	44868.000000	116473.500000
52	46930.500000	118117.500000
53	46573.500000	121866.000000
54	48409.500000	123049.500000
55	48590.000000	126466.500000
56	48396.500000	126193.000000
57	46839.500000	125365.000000
58	46418.000000	123949.500000
59	50361.000000	122375.000000
60	49972.500000	122351.500000
61	47701.500000	121314.500000
62	48229.500000	124042.500000
63	48359.500000	125630.000000
64	48240.000000	128493.500000
65	49841.000000	131148.500000
66	48703.500000	132469.500000
67	49299.000000	132173.000000
68	49486.500000	132815.500000
69	48877.000000	131009.500000
70	49379.000000	132127.500000
71	49865.000000	132088.500000
72	48617.000000	130869.000000
73	48487.500000	134145.500000
74	48292.500000	137758.000000
75	49156.000000	141307.000000
76	50239.500000	142097.500000
77	51105.500000	143724.000000
78	49301.000000	144252.500000
79	50303.000000	142562.500000
80	50807.500000	145795.000000
81	50571.000000	143133.500000
82	50246.000000	142469.500000
83	50612.500000	144912.000000
84	50751.000000	146758.000000
85	51026.000000	150059.000000
86	51410.000000	152237.500000
87	51256.000000	150952.000000
88	50954.500000	151281.000000
89	50792.500000	149479.000000
90	51173.000000	149283.000000
91	51421.500000	149517.000000
92	51924.000000	149401.500000
93	51936.500000	149779.000000
94	52320.000000	150809.000000
95	52267.500000	152421.000000
96	52026.000000	153813.500000
97	52318.500000	155320.000000
98	53060.000000	156413.000000
99	53124.000000	156524.000000
100	52985.500000	154499.000000
101	53259.500000	153190.500000
102	53198.000000	153235.000000
103	53326.500000	155081.000000
104	53069.000000	156193.500000
105	53700.500000	156197.500000
106	53403.000000	158707.500000
107	53536.000000	159388.000000
108	53359.000000	161030.500000
109	53848.500000	160706.500000
110	54423.500000	161448.500000
111	54886.000000	159583.500000
112	54053.000000	159874.000000
113	54877.500000	160683.000000
114	54548.500000	161462.500000
115	54705.500000	162314.500000
116	54720.000000	163994.500000
117	55250.500000	164536.500000
118	55720.500000	166389.500000
119	55927.000000	167226.500000
120	55760.000000	168755.500000
121	56317.500000	167680.500000
122	56010.000000	165069.000000
123	56357.500000	165281.000000
124	57127.500000	165167.000000
125	56979.500000	165502.000000
126	57210.500000	168114.500000
127	58022.500000	169671.000000
128	58051.000000	169350.500000
129	58595.000000	170037.500000
130	58355.000000	169647.000000
131	58630.500000	169080.000000
132	59265.000000	168219.500000
133	60416.500000	167915.500000
134	61906.000000	167826.000000
135	60579.500000	167810.500000
136	59925.000000	170178.500000
137	60636.000000	174094.000000
138	59967.000000	174501.000000
139	60857.500000	174137.000000
140	60443.500000	172425.500000
141	60886.000000	171924.000000
142	60778.500000	171375.500000
143	61207.500000	170926.000000
144	61216.000000	170085.500000
145	61603.500000	170782.000000
146	62036.500000	170650.000000
147	62236.500000	171760.500000
148	61774.000000	173945.000000
149	62245.000000	174387.500000
150	63273.000000	174212.500000
151	62247.000000	173437.500000
152	62151.500000	173300.500000
153	62947.000000	173778.000000
154	62653.000000	171506.000000
155	63839.000000	172143.000000
156	64561.000000	171821.000000
157	66265.500000	172556.500000
158	64797.000000	175011.000000
159	63929.500000	175752.500000
160	63769.000000	176171.500000
161	64607.000000	175246.500000
162	65178.500000	174678.000000
163	64792.500000	173033.500000
164	65751.500000	173911.500000
165	65811.000000	174126.500000
166	65794.500000	173664.500000
167	65825.500000	175343.500000
168	66536.000000	174730.000000
169	66709.500000	175762.500000
170	67869.000000	175803.000000
171	69754.500000	176082.500000
172	77477.000000	175291.500000
173	84115.000000	175979.500000
174	88330.500000	176587.500000
175	74947.500000	174946.000000
176	71342.000000	175580.000000
177	70473.000000	177774.000000
178	70075.000000	177303.000000
179	69646.500000	176698.000000
180	69548.500000	177447.500000
181	70040.500000	176244.000000
182	70132.000000	177032.000000
183	70050.500000	176564.000000
184	70537.000000	175256.000000
185	70049.500000	174008.500000
186	70053.500000	173841.000000
187	70585.000000	173190.000000
188	70124.500000	174829.500000
189	71155.000000	175018.500000
190	71086.000000	174944.500000
191	71904.000000	176015.500000
192	71579.000000	175320.500000
193	72168.000000	176340.000000
194	71962.000000	175482.500000
195	71286.000000	174472.000000
196	71565.500000	173653.000000
197	71818.000000	173538.000000
198	70700.500000	173843.500000
199	71855.000000	174764.000000
200	72238.000000	175717.000000
201	72449.000000	176215.500000
202	73138.000000	174914.500000
203	73168.500000	175104.000000
204	72805.500000	174876.000000
205	74079.000000	174872.500000
206	74204.500000	174841.000000
207	74146.000000	173698.500000
208	74489.000000	174045.000000
209	74172.500000	175069.000000
210	74704.000000	175038.000000
211	75649.500000	175348.000000
212	76252.000000	174784.000000
213	76464.500000	175448.500000
214	76811.500000	174910.500000
215	76413.000000	173719.500000
216	76789.000000	174266.000000
217	76683.500000	173271.500000
218	77852.500000	173305.000000
219	78133.500000	173920.000000
220	78875.500000	173679.500000
221	78673.500000	173140.000000
222	79840.000000	173659.000000
223	80287.500000	172870.500000
224	80804.500000	173905.000000
225	81283.500000	171685.000000
226	81256.000000	171836.500000
227	81883.500000	171722.500000
228	81617.500000	171788.000000
229	81515.000000	171273.500000
230	81407.000000	172538.000000
231	81416.000000	171931.500000
232	81906.000000	172133.000000
233	81990.000000	172229.500000
234	81337.500000	172547.000000
235	82601.000000	171872.000000
236	81830.000000	170958.500000
237	82264.500000	170937.000000
238	82008.500000	171807.500000
239	82200.000000	170585.500000
240	82663.500000	169826.000000
241	83122.000000	171592.500000
242	82222.500000	171572.000000
243	82187.500000	172041.000000
244	83202.500000	172427.500000
245	83132.000000	172318.500000
246	82779.500000	171081.000000
247	82943.000000	171712.500000
248	82142.500000	171832.500000
249	83100.500000	171936.000000
250	82300.000000	172071.500000
251	82997.500000	171483.000000
252	82807.500000	171960.500000
253	83011.000000	171605.500000
254	82141.500000	172256.000000
255	82306.500000	171336.500000
256	83125.500000	171684.000000
257	82521.500000	171825.500000
258	83230.500000	170964.000000
259	82711.000000	170394.500000
260	82959.000000	170811.500000
261	83116.000000	169790.500000
262	82694.000000	169280.500000
263	83194.500000	169639.000000
264	82517.000000	169349.000000
265	82598.000000	168999.500000
266	83491.500000	168708.500000
267	82583.000000	168663.500000
268	82747.500000	166266.000000
269	83096.000000	166709.000000
270	82895.500000	165605.500000
271	82750.500000	165031.000000
272	83042.500000	164636.500000
273	83172.500000	164791.500000
274	82747.000000	163995.500000
275	82508.000000	163964.500000
276	83320.500000	163570.000000
277	83651.000000	162203.500000
278	83200.000000	161524.000000
279	83687.500000	161029.500000
280	84262.000000	160126.000000
281	83640.000000	159482.500000
282	84292.000000	159047.500000
283	83798.500000	158412.000000
284	83624.000000	158075.500000
285	84029.500000	157270.500000
286	83777.500000	157724.500000
287	83801.500000	157054.500000
288	84197.000000	156259.000000
289	84250.000000	156241.000000
290	84584.500000	154907.000000
291	83874.500000	154601.000000
292	84405.500000	153762.500000
293	84484.500000	153889.000000
294	84288.000000	152508.500000
295	84728.000000	152455.500000
296	84971.000000	152008.000000
297	85408.000000	151859.500000
298	85319.500000	151086.500000
299	84718.000000	149789.000000
300	85286.500000	149377.000000
301	85616.500000	148371.000000
302	84633.000000	147646.000000
303	84974.500000	147635.000000
304	85838.500000	146148.500000
305	85641.500000	146581.000000
306	84946.000000	146176.000000
307	85612.500000	145438.000000
308	85519.000000	145129.000000
309	85779.000000	143594.000000
310	86098.000000	144084.500000
311	86123.500000	142837.500000
312	87575.000000	141548.500000
313	86526.500000	141093.000000
314	85918.000000	141428.500000
315	86355.000000	140774.000000
316	85697.000000	141055.500000
317	86767.500000	139141.000000
318	86925.000000	137954.500000
319	86351.500000	137296.500000
320	86713.000000	138016.000000
321	86823.000000	135514.000000
322	86368.000000	135692.500000
323	86372.500000	135299.500000
324	86697.500000	135844.500000
325	87058.500000	134472.500000
326	86849.500000	133895.500000
327	87025.500000	132756.000000
328	87237.500000	133456.500000
329	87038.500000	132041.500000
330	87188.000000	132102.000000
331	86119.000000	131296.500000
332	86519.500000	130027.500000
333	87351.000000	130510.500000
334	86983.000000	129107.000000
335	87292.500000	129465.500000
336	87584.500000	129119.500000
337	87693.500000	127604.500000
338	86926.000000	127466.500000
339	87530.000000	126760.000000
340	87580.500000	126097.500000
341	87453.500000	125839.000000
342	87059.500000	125023.500000
343	87239.500000	124785.500000
344	87984.000000	124798.500000
345	88288.000000	123969.000000
346	87741.500000	124342.500000
347	87573.500000	122772.000000
348	87617.000000	122526.000000
349	87995.000000	121945.500000
350	87857.500000	121694.000000
351	87933.500000	120921.500000
352	88629.500000	119942.500000
353	88200.500000	119917.000000
354	87504.500000	119272.500000
355	87976.000000	119212.500000
356	88058.000000	118281.000000
357	87644.000000	117763.500000
358	88017.000000	118172.000000
359	87948.500000	117481.000000
360	88970.000000	117044.500000
361	88458.000000	116999.500000
362	88116.500000	116199.500000
363	88182.500000	115549.500000
364	88773.000000	115833.000000
365	88261.000000	115417.000000
366	88094.500000	114464.500000
367	88579.000000	114216.500000
368	88410.500000	114039.500000
369	88443.000000	113753.500000
370	89314.000000	113076.500000
371	88889.000000	112767.500000
372	88777.000000	112583.500000
373	89637.000000	112465.500000
374	88551.000000	111119.000000
375	88188.500000	111609.500000
376	88748.000000	111167.500000
377	89048.500000	111092.500000
378	88593.500000	110971.000000
379	88323.500000	110165.500000
380	88653.500000	110332.000000
381	89138.500000	109900.500000
382	89160.000000	109174.000000
383	89023.500000	108719.000000
384	88681.000000	109202.000000
385	88626.000000	108325.500000
386	88995.000000	108939.000000
387	89094.500000	108641.500000
388	89308.000000	107373.500000
389	89026.000000	107309.000000
390	89109.500000	106858.000000
391	88442.000000	107192.000000
392	89028.000000	107252.000000
393	89532.500000	106801.000000
394	89234.000000	107117.000000
395	88933.500000	106395.000000
396	89003.500000	105580.500000
397	88504.000000	105809.000000
398	89517.500000	105346.000000
399	89982.000000	104697.000000
400	88531.000000	104966.000000
401	88615.500000	104142.500000
402	89486.000000	104604.000000
403	89501.000000	104528.000000
404	89297.000000	104880.500000
405	89056.500000	103918.000000
406	89660.500000	103435.500000
407	88863.000000	102780.000000
408	88862.500000	102847.500000
409	89041.000000	103334.000000
410	89240.000000	102964.500000
411	88952.500000	103224.500000
412	89316.000000	102641.000000
413	89287.000000	101989.500000
414	89239.000000	101975.500000
415	89863.500000	102035.500000
416	89298.500000	101911.500000
417	89934.000000	100672.000000
418	89305.500000	101513.000000
419	89071.000000	100860.000000
420	89128.000000	101091.000000
421	89097.500000	101075.500000
422	89110.000000	100136.500000
423	89441.500000	101322.500000
424	89033.000000	100473.500000
425	89823.500000	100370.500000
426	89647.500000	100219.000000
427	88768.000000	99528.500000
428	89340.000000	99444.500000
429	89326.000000	99009.000000
430	89331.500000	99834.000000
431	89335.500000	99410.500000
432	88950.000000	99098.000000
433	89303.000000	99365.500000
434	89149.500000	98496.000000
435	89185.500000	98473.000000
436	88995.500000	98201.000000
437	88742.000000	98456.500000
438	89073.500000	98486.000000
439	87892.000000	98327.500000
440	89613.500000	98266.000000
441	89863.500000	97964.000000
442	89998.500000	97492.500000
443	88778.500000	98265.500000
444	89261.000000	97261.500000
445	89145.000000	97382.000000
446	89627.500000	96986.500000
447	89209.500000	97959.500000
448	89490.000000	97323.000000
449	89960.000000	96748.000000
450	88527.000000	96006.000000
451	89337.000000	96689.000000
452	89068.000000	96641.500000
453	89076.000000	96831.000000
454	89042.500000	96120.000000
455	89351.000000	95689.500000
456	88950.000000	95863.500000
457	89594.000000	95987.000000
458	89989.500000	95863.500000
459	89503.500000	95124.000000
460	88866.500000	95279.500000
461	89145.500000	95577.500000
462	89523.500000	94968.000000
463	89180.000000	95070.000000
464	89586.000000	95077.000000
465	89159.500000	95137.000000
466	89598.500000	94362.500000
467	89760.500000	94752.500000
468	89389.500000	94228.500000
469	89718.000000	95198.000000
470	89315.500000	94824.000000
471	90092.500000	94640.500000
472	89603.000000	94687.500000
473	89687.500000	94145.500000
474	89944.500000	94273.000000
475	89670.500000	94301.500000
476	89807.000000	93352.000000
477	89244.000000	93791.500000
478	89457.000000	93403.000000
479	89832.500000	93510.000000
480	88787.000000	92928.500000
481	89516.500000	93914.000000
482	89498.500000	93468.500000
483	89882.500000	93154.500000
484	89404.000000	93371.500000
485	88976.500000	93139.500000
486	89174.000000	92781.500000
487	90103.500000	92279.500000
488	89894.000000	93298.000000
489	89506.000000	93070.500000
490	89535.500000	93631.500000
491	89162.500000	92552.000000
492	90011.000000	92690.500000
493	89946.500000	93117.500000
494	89619.000000	93120.500000
495	90081.000000	92499.500000
496	89892.500000	91802.500000
497	89705.500000	92514.000000
498	89375.500000	92203.500000
499	89157.000000	93065.000000
500	89502.500000	91990.500000
501	89839.500000	91763.000000
502	88422.000000	91752.500000
503	89878.500000	92229.500000
504	90030.500000	91914.500000
505	89379.500000	91587.500000
506	89582.500000	91663.500000
507	89156.000000	91868.500000
508	89534.000000	91592.000000
509	89155.000000	91194.000000
510	90301.000000	91651.000000
511	89975.500000	91527.000000
512	89591.500000	91360.500000
513	89426.500000	92161.500000
514	89486.000000	91132.000000
515	89648.000000	91613.500000
516	89309.000000	91341.000000
517	89326.000000	91207.000000
518	89056.500000	91421.000000
519	89559.500000	91272.500000
520	89349.000000	91004.000000
521	89419.500000	91964.500000
522	89766.000000	90732.000000
523	89537.500000	90885.000000
524	89920.000000	91317.000000
525	89866.500000	91279.500000
526	89395.500000	91548.500000
527	89513.000000	90807.000000
528	89296.500000	89993.500000
529	89430.000000	90923.000000
530	89723.500000	91321.000000
531	90162.500000	90397.500000
532	89909.000000	90440.000000
533	90293.000000	90789.500000
534	90105.000000	90597.000000
535	89447.500000	90220.000000
536	89750.000000	91092.500000
537	90122.500000	91087.000000
538	89789.000000	90902.000000
539	89304.000000	90712.500000
540	90498.500000	90474.500000
541	90271.500000	91230.000000
542	89558.000000	91429.000000
543	89559.500000	90897.000000
544	90116.500000	90965.500000
545	89625.500000	90998.500000
546	90368.000000	90551.500000
547	89799.000000	90811.500000
548	89718.500000	90929.000000
549	89621.000000	89774.500000
550	89814.500000	90632.500000
551	89653.500000	90417.000000
552	90015.000000	91201.000000
553	89909.000000	90799.000000
554	89598.500000	90521.000000
555	89719.000000	90417.500000
556	89415.000000	90651.500000
557	89101.500000	90996.500000
558	89824.000000	91098.500000
559	89543.500000	91202.000000
560	89781.500000	90328.500000
561	89280.000000	90792.500000
562	89546.000000	90457.000000
563	89023.000000	90975.000000
564	89140.000000	90684.500000
565	88551.000000	91124.500000
566	89966.500000	90174.500000
567	89186.500000	90546.000000
568	90265.000000	90921.500000
569	89248.000000	90651.500000
570	89296.500000	90964.500000
571	88795.500000	90598.000000
572	89395.000000	90266.000000
573	89431.000000	90615.500000
574	89720.500000	90619.000000
575	89727.000000	91043.500000
576	89590.500000	90457.500000
577	89163.500000	90244.500000
578	89641.500000	90574.500000
579	89870.000000	90962.000000
580	88330.000000	90655.000000
581	89336.500000	90558.000000
582	89294.500000	90831.500000
583	89638.500000	90123.000000
584	89368.000000	90871.500000
585	89153.000000	90556.000000
586	88775.500000	90503.500000
587	89610.000000	90284.000000
588	88748.000000	90418.500000
589	89075.500000	89501.500000
590	90050.500000	91083.500000
591	89292.500000	90341.000000
592	89980.000000	90481.500000
593	88550.000000	89929.000000
594	89604.500000	89977.000000
595	89462.000000	90911.500000
596	89586.000000	90416.000000
597	89206.000000	89867.000000
598	89245.000000	89227.500000
599	88726.000000	90181.000000
600	88975.500000	90217.500000
601	89102.000000	90574.500000
602	89199.000000	90421.500000
603	88963.500000	89625.000000
604	89241.000000	90205.500000
605	89689.000000	90359.000000
606	89745.500000	89917.500000
607	89166.000000	90242.500000
608	89720.000000	90544.000000
609	89480.500000	90569.500000
610	88995.500000	90460.500000
611	89022.500000	90421.500000
612	88567.000000	90197.000000
613	89548.000000	90597.000000
614	89191.000000	90121.000000
615	89107.000000	90162.500000
616	88456.000000	90455.500000
617	89374.000000	90204.500000
618	88843.000000	89706.500000
619	88910.500000	89848.500000
620	89003.000000	90405.500000
621	88671.000000	90294.500000
622	89271.500000	90310.500000
623	89437.500000	90191.000000
624	88820.500000	91201.500000
625	89233.000000	90144.000000
626	89037.000000	89883.000000
627	89013.000000	90181.500000
628	89430.500000	91068.000000
629	88924.500000	90920.000000
630	89276.000000	90231.500000
631	89670.000000	89731.000000
632	89851.000000	89782.000000
633	88627.500000	89823.000000
634	88984.500000	90300.000000
635	88861.000000	90490.500000
636	89851.000000	90117.000000
637	88796.000000	89852.000000
638	89157.500000	89863.500000
639	89555.500000	90035.500000
640	89579.000000	90605.000000
641	88339.000000	89698.500000
642	88634.500000	90282.000000
643	89930.000000	90684.000000
644	89111.500000	90316.000000
645	88653.500000	90446.000000
646	89011.000000	90346.000000
647	88236.000000	89636.000000
648	89089.000000	89767.500000
649	88903.500000	89343.000000
650	89437.000000	90714.500000
651	89599.000000	89858.500000
652	89334.500000	90063.500000
653	88914.000000	89418.500000
654	90108.000000	90198.000000
655	89247.500000	89999.000000
656	89741.000000	90073.000000
657	89381.000000	90532.500000
658	89698.000000	89867.500000
659	88634.500000	89849.000000
660	89153.000000	90324.000000
661	88559.500000	90723.000000
662	89455.500000	89849.500000
663	89066.500000	90015.500000
664	89900.500000	90011.500000
665	89352.000000	89305.000000
666	89576.500000	89719.500000
667	89602.500000	90097.000000
668	89309.500000	89919.000000
669	89012.000000	89580.500000
670	89670.000000	90189.000000
671	89460.000000	90435.000000
672	88911.000000	89994.500000
673	88933.000000	89708.000000
674	88694.000000	89921.500000
675	89593.000000	89538.500000
676	89357.500000	89765.500000
677	89444.000000	90234.500000
678	88726.500000	89800.500000
679	89343.500000	89923.500000
680	89486.500000	89410.500000
681	89367.000000	90229.000000
682	89273.000000	89669.000000
683	90063.500000	89521.500000
684	89098.000000	90058.000000
685	88670.000000	90278.500000
686	88796.500000	89910.500000
687	89270.000000	89695.000000
688	89139.000000	89796.500000
689	89514.500000	88913.500000
690	88810.500000	90335.000000
691	88879.000000	89503.000000
692	89540.500000	89841.000000
693	89049.500000	90291.500000
694	89576.500000	89550.000000
695	89269.500000	89628.500000
696	89035.500000	90127.000000
697	89160.500000	89825.500000
698	89268.000000	90238.000000
699	89508.500000	90091.500000
700	89341.000000	90005.500000
701	89863.500000	89948.000000
702	89368.000000	89865.500000
703	89414.500000	89849.500000
704	89407.500000	89639.500000
705	89191.000000	90416.500000
706	89194.000000	90013.500000
707	89685.000000	89252.000000
708	89140.500000	89573.000000
709	89281.500000	89777.000000
710	89253.000000	90002.500000
711	89759.500000	89218.000000
712	89176.500000	89998.000000
713	88858.000000	89638.000000
714	89119.000000	89325.500000
715	89126.500000	90416.000000
716	88836.500000	90179.500000
717	89091.500000	90519.000000
718	89259.000000	89729.500000
719	88686.500000	89811.500000
720	88979.500000	90319.000000
721	88743.000000	90271.000000
722	89222.000000	89809.500000
723	88807.000000	90361.000000
724	88948.500000	89600.500000
725	89241.000000	89981.500000
726	88894.500000	89744.000000
727	89052.000000	90325.500000
728	89103.500000	89916.000000
729	89776.000000	90485.000000
730	89231.000000	90500.000000
731	88468.000000	89771.000000
732	89249.500000	89911.500000
733	88938.000000	90408.500000
734	89826.500000	89319.000000
735	89614.500000	90329.500000
736	89155.500000	90224.500000
737	88810.000000	90185.500000
738	88910.000000	89966.000000
739	89014.500000	89979.500000
740	89199.000000	90181.000000
741	88958.500000	89762.500000
742	88629.000000	90227.000000
743	88870.500000	89538.000000
744	89589.500000	89222.000000
745	89140.000000	90163.500000
746	88670.000000	89791.000000
747	88750.000000	89548.000000
748	89150.000000	89492.000000
749	89453.500000	90262.000000
750	88709.500000	90013.500000
751	89030.500000	90282.000000
752	89077.000000	90211.000000
753	88623.500000	90139.500000
754	89818.000000	89779.000000
755	89533.000000	89812.000000
756	89396.000000	89503.000000
757	88734.500000	90006.000000
758	89337.500000	89884.500000
759	88809.500000	89839.500000
760	89154.500000	90058.000000
761	89433.500000	90079.500000
762	89375.500000	90322.000000
763	88761.500000	90317.500000
764	88841.500000	90281.000000
765	88501.000000	90005.000000
766	88541.500000	89667.000000
767	89732.500000	88557.500000
768	88815.000000	90112.500000
769	89143.500000	90052.500000
770	89047.000000	89543.000000
771	88908.500000	89075.000000
772	88922.500000	90126.500000
773	88783.500000	90013.000000
774	90373.500000	90224.000000
775	89145.000000	89941.000000
776	89654.500000	88670.000000
777	88538.500000	90475.000000
778	89403.500000	89623.000000
779	89614.000000	90157.500000
780	89416.000000	89960.500000
781	89813.000000	90130.000000
782	88944.000000	89767.000000
783	89237.500000	89390.000000
784	88501.500000	89151.000000
785	89490.000000	90068.500000
786	88884.500000	90025.000000
787	89515.500000	90038.000000
788	89264.000000	90368.000000
789	88871.000000	89818.000000
790	89563.000000	89139.000000
791	88912.000000	88507.000000
792	89010.500000	90014.000000
793	89246.000000	89685.000000
794	88627.000000	89461.000000
795	89265.500000	89646.000000
796	88629.500000	89804.000000
797	89141.500000	90057.500000
798	89813.500000	89684.000000
799	89258.000000	90109.000000
800	88390.500000	90097.500000
801	89056.000000	89808.000000
802	89647.500000	89790.000000
803	89468.500000	90398.500000
804	89330.500000	90122.500000
805	89267.000000	90015.000000
806	89149.000000	90403.500000
807	89032.000000	89735.500000
808	89549.000000	89757.000000
809	89281.000000	90191.000000
810	89311.000000	89407.500000
811	89015.500000	89591.000000
812	89335.000000	90473.000000
813	89057.500000	89388.000000
814	89412.000000	89411.500000
815	89282.500000	89679.000000
816	89061.000000	89948.500000
817	89323.500000	90132.000000
818	88834.000000	90110.000000
819	88752.000000	89680.500000
820	89555.000000	90122.500000
821	89161.500000	90211.000000
822	89169.000000	90102.500000
823	89301.000000	89162.000000
824	89340.500000	90720.000000
825	89025.500000	89806.000000
826	88592.500000	89725.000000
827	89233.500000	89992.500000
828	88813.500000	89773.000000
829	89147.000000	90184.500000
830	89502.000000	89708.000000
831	88935.000000	89729.000000
832	89238.000000	89453.500000
833	89509.500000	89937.000000
834	88795.500000	90227.000000
835	88876.500000	90003.500000
836	88717.000000	88925.500000
837	89166.500000	90132.500000
838	89101.000000	89246.500000
839	89777.500000	89285.500000
840	89873.500000	89526.000000
841	89991.000000	89167.000000
842	89067.500000	90390.500000
843	88858.000000	90695.000000
844	88898.500000	89732.500000
845	89351.500000	89575.500000
846	89231.500000	89327.000000
847	89237.500000	89407.000000
848	89459.500000	89914.500000
849	88979.500000	90365.500000
850	88627.000000	90149.000000
851	89465.500000	90065.000000
852	88476.000000	90185.500000
853	89307.500000	89553.500000
854	89470.500000	90356.500000
855	89625.500000	90290.000000
856	89356.000000	90187.000000
857	89317.500000	90175.000000
858	89338.000000	89554.000000
859	89782.500000	90464.000000
860	88847.000000	90060.500000
861	89407.000000	89670.000000
862	89099.500000	90477.000000
863	89216.000000	90241.000000
864	89074.500000	89418.000000
865	89160.500000	89966.500000
866	89216.000000	89357.000000
867	88786.500000	89696.000000
868	88647.000000	89830.000000
869	89658.500000	89971.000000
870	89613.000000	90006.500000
