WTCHG_171117_262	WTCHG_171117_264	
1140.2327	815.6696	
1139.3136	816.034	
1137.8729	815.26776	
1137.0028	815.4504	
1135.7068	816.96136	
1133.7479	816.2422	
1129.6926	813.82764	
1126.415	811.2853	
1126.8125	811.2321	
1126.6998	810.4918	
1125.2717	810.4054	
1124.027	809.8137	
1123.1366	809.4292	
1122.1409	809.69745	
1118.2773	806.31146	
1120.1669	808.15393	
1127.5507	810.27203	
1127.7728	811.4858	
1121.2103	808.7928	
1123.0143	810.0	
1118.692	805.93384	
1117.1132	804.26166	
1116.6012	803.2997	
1118.1738	804.512	
1118.19	804.68176	
1116.9525	803.48267	
1118.3694	805.4288	
1116.8483	803.2606	
1113.8408	801.33234	
1114.7823	803.33844	
1113.7693	802.6143	
1114.5342	803.6024	
1115.5044	803.52374	
1115.7635	803.0506	
1118.2767	803.8095	
1119.1129	804.89233	
1119.2173	803.83386	
1124.3516	806.89954	
1124.1152	806.0696	
1125.3018	806.3669	
1126.36	806.6372	
1125.4733	807.34216	
1125.3507	809.1123	
1124.6995	808.85626	
1124.3025	809.68494	
1124.7955	811.06134	
1123.9343	809.69183	
1122.4694	808.6693	
1119.5261	809.0079	
1121.8799	809.8859	
1120.6285	809.76984	
1121.4398	812.03973	
1110.7897	804.6438	
1112.4658	805.9487	
1113.1885	804.6266	
1121.628	815.2814	
1121.626	815.1707	
1086.4595	794.69196	
1087.0842	795.9128	
1088.6212	796.5631	
1089.477	797.0728	
1089.342	796.21844	
1086.882	796.8444	
1089.7396	797.2488	
1090.9365	797.902	
1087.4349	794.7386	
1087.449	794.51636	
1088.076	795.5836	
1090.6224	796.771	
1089.4883	795.7644	
1089.1422	795.55774	
1091.011	796.59436	
1091.4788	796.29517	
1092.4701	796.48004	
1094.2472	797.9784	
1093.6835	797.3561	
1094.3076	797.205	
1097.5491	800.4874	
1097.3243	800.0419	
1097.0664	799.8911	
1095.432	799.38696	
1098.0095	801.84033	
1096.4048	800.5294	
1096.8219	800.4933	
1095.6439	799.5993	
1093.0143	797.9276	
1093.5812	798.9764	
1095.0623	800.14404	
1084.1873	792.68475	
1081.6624	791.3345	
1081.8638	789.9915	
1081.194	789.3803	
1078.2997	786.39386	
1080.4758	789.0034	
1084.7609	793.50684	
1084.651	792.8288	
1086.1246	793.74615	
1084.6699	792.47	
1085.0323	793.6895	
1086.039	793.5403	
1084.551	795.21686	
1082.5737	795.469	
1080.7277	794.9534	
1081.2208	794.981	
1078.9595	792.6632	
1077.5284	792.5813	
1081.1287	795.3761	
1078.0912	793.42114	
1077.1077	793.73785	
1074.8907	792.17535	
1071.677	790.6087	
1069.3181	788.7061	
1069.1683	786.46436	
1067.031	785.1687	
1063.5686	782.2557	
1058.7892	780.0991	
1056.768	778.4539	
1057.8312	778.61084	
1055.8702	777.6836	
1052.381	776.7653	
1049.8766	774.6965	
1047.1497	772.52985	
1046.2405	771.529	
1045.5479	770.5986	
1043.5017	769.39435	
1042.0924	769.71783	
1044.5775	771.19403	
1045.7356	772.5194	
1046.9901	773.7451	
1047.0	773.8832	
1046.4934	773.1699	
1044.0199	772.2673	
1043.3019	772.45215	
1042.1625	772.133	
1040.8003	770.46265	
1036.599	767.984	
1032.7238	765.4893	
1033.47	766.0107	
1032.7579	765.8982	
1029.6094	763.7107	
1027.5059	762.4018	
1027.0234	762.3614	
1027.0486	762.7025	
1022.2781	759.0878	
1020.38525	757.0323	
1021.4832	758.0395	
1021.8087	759.9371	
1023.4353	759.8579	
1024.4023	760.8018	
1024.7374	760.75854	
1031.0792	765.1751	
1033.4476	766.90234	
1033.4071	766.47015	
1037.9609	769.88	
1036.8489	770.0674	
1037.7534	771.31024	
1033.5884	767.94525	
1032.1616	766.46533	
1030.716	765.2664	
1029.9983	765.3522	
1032.7628	766.8755	
1031.0017	765.50366	
1032.4366	767.0772	
1030.7946	767.0516	
1029.952	765.8545	
1030.4271	765.36835	
1028.4186	764.8029	
1026.9502	765.71906	
1026.9862	766.0815	
1028.5388	767.7658	
1027.095	767.09296	
1026.2578	764.8922	
1025.6256	764.8994	
1025.0729	764.4011	
1026.0887	764.96075	
1024.7675	765.2763	
1023.8584	764.312	
1023.521	764.4774	
1024.4606	767.0849	
1029.1215	771.5465	
1027.4929	770.64514	
1025.5951	770.0209	
1025.1497	769.5294	
1023.5352	768.72675	
1021.8011	767.9469	
1022.7201	768.37	
1023.5044	769.8517	
1022.0282	769.04755	
1022.96466	769.89716	
1022.23676	769.2267	
1023.5168	769.4885	
1025.0178	768.28625	
1025.7794	769.04016	
1025.8096	768.2199	
1025.4413	767.6023	
1026.6755	768.9751	
1023.2139	765.9483	
1023.13367	765.31995	
1023.01605	765.0249	
1021.1355	763.73944	
1017.96436	761.7222	
1016.5829	760.78546	
1018.6619	760.0173	
1018.75134	759.03265	
1022.5404	762.0193	
1026.0739	764.4217	
1025.7351	764.06384	
1024.4108	762.5648	
1023.5405	761.4894	
1028.7351	766.8994	
1026.9062	765.1335	
1027.0271	762.8162	
1027.3038	762.3392	
1028.5953	763.33655	
1026.804	761.8891	
1029.7755	762.83984	
1026.7135	760.0117	
1026.4369	760.8298	
1026.3505	760.2495	
1024.1853	758.00195	
1021.9229	756.12573	
1020.0275	754.2142	
1019.06616	752.7244	
1019.13257	752.19727	
1060.3665	776.8777	
1059.1768	776.7061	
1060.7417	778.46246	
1060.3745	777.1067	
1061.8136	777.65216	
1062.8447	778.15643	
1063.1886	778.61584	
1068.2078	782.2386	
1068.2838	781.9225	
1070.2212	783.7171	
1070.3643	783.30676	
1068.9869	782.5139	
1071.5531	783.60876	
1073.8246	784.102	
1073.1176	782.894	
1071.3022	781.742	
1069.5466	780.494	
1068.9795	781.1182	
1069.5365	782.8149	
1067.4972	781.3259	
1065.9626	779.8008	
1066.1423	778.11066	
1066.3877	776.08655	
1064.8633	773.60364	
1065.2664	772.70764	
1064.8236	771.3609	
1067.0581	769.8266	
1068.0056	770.0788	
1066.6448	766.55554	
1065.2749	765.498	
1063.7721	763.68823	
1062.7872	762.6539	
1070.0718	766.17883	
1071.75	767.41754	
1070.4128	766.28107	
1068.7008	764.9022	
1068.1193	764.7108	
1067.2106	762.84283	
1068.2985	762.89777	
1066.9563	763.06555	
1065.6312	762.1475	
1067.7295	762.50104	
1066.2267	760.6776	
1063.2686	758.1684	
1062.9524	757.0411	
1065.5057	757.9979	
1066.6921	757.5782	
1070.3352	762.2913	
1073.3857	762.2878	
1077.025	765.69086	
1077.7708	767.2474	
1079.4652	768.7104	
1080.8336	769.95825	
1084.4244	774.6122	
1082.8353	773.02936	
1081.7229	772.327	
1082.3508	773.10065	
1081.8062	774.7332	
1082.781	777.66174	
1082.217	777.36554	
1081.06	777.4748	
1079.5834	776.7941	
1081.1844	776.7143	
1079.9553	775.979	
1078.5243	774.7752	
1077.4059	772.6387	
1074.5088	770.42224	
1074.6174	770.61346	
1077.4338	771.5558	
1082.9863	775.8623	
1082.3326	775.1483	
1081.3835	774.072	
1080.5166	772.6568	
1078.7887	769.9301	
1077.0392	768.1462	
1076.2955	768.34393	
