file	percent	reads	taxon_id	taxon_name
first_kaiju_MEM_verbose.out	0.000892	239	1905730	Pectobacterium parmentieri
first_kaiju_MEM_verbose.out	0.000889	238	52584	Brachyspira pilosicoli
first_kaiju_MEM_verbose.out	0.000889	238	2080740	Corynebacterium sp. 2183
first_kaiju_MEM_verbose.out	0.000881	236	2562449	Citrobacter sp. SNU WT2
first_kaiju_MEM_verbose.out	0.000878	235	1912856	Peptoniphilus sp. ING2-D1G
first_kaiju_MEM_verbose.out	0.000878	235	2488567	Klebsiella sp. FDAARGOS_511
first_kaiju_MEM_verbose.out	0.000878	235	2489595	Glaciecola sp. THG-3.7
first_kaiju_MEM_verbose.out	0.000874	234	1335613	Gordonibacter urolithinfaciens
first_kaiju_MEM_verbose.out	0.000874	234	1550024	Ruthenibacterium lactatiformans
first_kaiju_MEM_verbose.out	0.000870	233	63186	Zobellia galactanivorans
first_kaiju_MEM_verbose.out	0.000870	233	354356	Niastella koreensis
first_kaiju_MEM_verbose.out	0.000866	232	1300914	Mucilaginibacter sp. PAMC 26640
first_kaiju_MEM_verbose.out	0.000859	230	630	Yersinia enterocolitica
first_kaiju_MEM_verbose.out	0.000859	230	2350	Haliscomenobacter hydrossis
first_kaiju_MEM_verbose.out	0.000844	226	470934	Pantoea vagans
first_kaiju_MEM_verbose.out	0.000829	222	208224	Enterobacter kobei
first_kaiju_MEM_verbose.out	0.000825	221	154046	Hungatella hathewayi
first_kaiju_MEM_verbose.out	0.000825	221	2487150	Metakosakonia sp. MRY16-398
first_kaiju_MEM_verbose.out	0.000822	220	43305	Butyrivibrio proteoclasticus
first_kaiju_MEM_verbose.out	0.000818	219	28135	Prevotella oris
first_kaiju_MEM_verbose.out	0.000818	219	36745	Clostridium saccharoperbutylacetonicum
first_kaiju_MEM_verbose.out	0.000814	218	995	Solitalea canadensis
first_kaiju_MEM_verbose.out	0.000810	217	76123	Prevotella enoeca
first_kaiju_MEM_verbose.out	0.000810	217	1177574	Prevotella jejuni
first_kaiju_MEM_verbose.out	0.000807	216	1166130	Enterobacter sp. R4-368
first_kaiju_MEM_verbose.out	0.000803	215	971	Selenomonas ruminantium
first_kaiju_MEM_verbose.out	0.000792	212	2109685	Olsenella sp. GAM18
first_kaiju_MEM_verbose.out	0.000777	208	1042156	Clostridium sp. SY8519
first_kaiju_MEM_verbose.out	0.000777	208	2201271	Pedobacter sp. eg
first_kaiju_MEM_verbose.out	0.000773	207	1363	Lactococcus garvieae
first_kaiju_MEM_verbose.out	0.000769	206	257758	Streptococcus pseudopneumoniae
first_kaiju_MEM_verbose.out	0.000769	206	2315862	Pseudoflavitalea sp. 5GH32-13
first_kaiju_MEM_verbose.out	0.000762	204	33035	Blautia producta
first_kaiju_MEM_verbose.out	0.000751	201	1150389	Flavobacteriaceae bacterium UJ101
first_kaiju_MEM_verbose.out	0.000747	200	2066051	Enterobacteriaceae bacterium ENNIH1
first_kaiju_MEM_verbose.out	0.000743	199	69220	Lelliottia nimipressuralis
first_kaiju_MEM_verbose.out	0.000743	199	364317	Verminephrobacter eiseniae
first_kaiju_MEM_verbose.out	0.000743	199	2564099	Ruminococcus sp. JE7A12
first_kaiju_MEM_verbose.out	0.000736	197	303	Pseudomonas putida
first_kaiju_MEM_verbose.out	0.000736	197	1580	Lactobacillus brevis
first_kaiju_MEM_verbose.out	0.000728	195	632	Yersinia pestis
first_kaiju_MEM_verbose.out	0.000717	192	160453	Enterococcus gilvus
first_kaiju_MEM_verbose.out	0.000713	191	2094242	Victivallales bacterium CCUG 44730
first_kaiju_MEM_verbose.out	0.000709	190	1488	Clostridium acetobutylicum
first_kaiju_MEM_verbose.out	0.000706	189	1346	Streptococcus iniae
first_kaiju_MEM_verbose.out	0.000702	188	446683	Niabella soli
first_kaiju_MEM_verbose.out	0.000698	187	1841249	Streptomyces sp. RTd22
first_kaiju_MEM_verbose.out	0.000695	186	2187	Methanococcus vannielii
first_kaiju_MEM_verbose.out	0.000691	185	1871021	Lachnoclostridium phocaeense
first_kaiju_MEM_verbose.out	0.000683	183	1019	Capnocytophaga sputigena
first_kaiju_MEM_verbose.out	34.046337	9117433	NA	cannot be assigned to a (non-viral) species
first_kaiju_MEM_verbose.out	2.806271	751505	NA	unclassified
